target_id,dealer_id,target_month,target_year,sales_target_units,revenue_target
3980,56,8,2021,24,7884202992
3981,56,9,2021,23,8486421872
3982,56,10,2021,24,8801171616
3983,56,11,2021,24,9649149144
3984,56,12,2021,24,7749764544
3985,56,1,2022,24,7363320072
3986,56,2,2022,21,8700069021
3987,56,3,2022,27,10602173376
3988,56,4,2022,26,9501957036
3989,56,5,2022,28,9814801976
3990,56,6,2022,24,7645564488
3991,56,7,2022,29,12053359755
3992,56,8,2022,25,8503162550
3993,56,9,2022,27,10480616757
3994,56,10,2022,23,7502934650
3995,56,11,2022,21,6845253534
3996,56,12,2022,21,7014083979
3997,56,1,2023,23,7504693391
3998,56,2,2023,27,9355811526
3999,56,3,2023,26,8851278254
4000,56,4,2023,29,10375840226
4001,56,5,2023,24,9859022088
4002,56,6,2023,23,7166221573
4003,56,7,2023,23,7205925990
4004,56,8,2023,26,9530782898
4005,56,9,2023,29,9377776226
4006,56,10,2023,28,9183026860
4007,56,11,2023,26,9389354234
4008,56,12,2023,24,7511860440
4009,56,1,2024,29,10751968225
4010,56,2,2024,28,11152171716
4011,56,3,2024,23,7775079367
4012,56,4,2024,28,11173784580
4013,56,5,2024,24,8274003696
4014,56,6,2024,24,8662720872
4015,56,7,2024,23,7273672467
4016,56,8,2024,26,9721438636
4017,56,9,2024,21,8660499603
4018,56,10,2024,20,6441327660
4019,56,11,2024,21,7462880901
4020,56,12,2024,20,7722632620
4021,56,1,2025,22,7339395624
4022,56,2,2025,20,7428192180
4023,56,3,2025,29,9789730245
4024,56,4,2025,28,11605558888
4025,56,5,2025,20,6696263800
4026,56,6,2025,25,8117443200
4027,56,7,2025,22,7851521238
4028,56,8,2025,21,8536042683
4029,56,9,2025,22,6990798584
4030,56,10,2025,26,8351233956
4031,56,11,2025,27,8353281951
4032,56,12,2025,27,9629732601
4033,57,1,2020,14,4438411516
4034,57,2,2020,12,4037812212
4035,57,3,2020,15,6183129540
4036,57,4,2020,12,4815807012
4037,57,5,2020,15,5235710340
4038,57,6,2020,12,4734356664
4039,57,7,2020,12,4348290636
4040,57,8,2020,13,4946281288
4041,57,9,2020,15,4858513515
4042,57,10,2020,13,4453573111
4043,57,11,2020,14,5477666404
4044,57,12,2020,13,3990949495
4045,57,1,2021,17,6786461591
4046,57,2,2021,12,4874734320
4047,57,3,2021,16,6295808672
4048,57,4,2021,12,3929564808
4049,57,5,2021,16,6506318256
4050,57,6,2021,14,5815761938
4051,57,7,2021,15,5493434235
4052,57,8,2021,12,4936262640
4053,57,9,2021,12,4684934256
4054,57,10,2021,14,5808735982
4055,57,11,2021,16,4805927968
4056,57,12,2021,14,4893929852
4057,57,1,2022,16,5036509376
4058,57,2,2022,16,5579207424
4059,57,3,2022,15,5558527695
4060,57,4,2022,14,5449532088
4061,57,5,2022,15,5973176460
4062,57,6,2022,14,4575418372
4063,57,7,2022,13,4294978064
4064,57,8,2022,16,6545956624
4065,57,9,2022,16,5522193920
4066,57,10,2022,14,5498842132
4067,57,11,2022,17,6741492069
4068,57,12,2022,12,5027790528
4069,57,1,2023,17,5109359367
4070,57,2,2023,15,6212043555
4071,57,3,2023,12,4984156800
4072,57,4,2023,15,5994544335
4073,57,5,2023,14,5392833950
4074,57,6,2023,13,4436304977
4075,57,7,2023,14,5259828868
4076,57,8,2023,16,6579315920
4077,57,9,2023,12,4608062376
4078,57,10,2023,15,5839739850
4079,57,11,2023,15,5413231860
4080,57,12,2023,13,4995870724
4081,57,1,2024,13,4509528036
4082,57,2,2024,15,5485156035
4083,57,3,2024,17,6111535003
4084,57,4,2024,15,4655474580
4085,57,5,2024,13,5286930038
4086,57,6,2024,16,6210752624
4087,57,7,2024,16,5092390992
4088,57,8,2024,12,4580442840
4089,57,9,2024,15,5509161855
4090,57,10,2024,12,4565684952
4091,57,11,2024,14,5538015434
4092,57,12,2024,16,6018081888
4093,57,1,2025,15,4503739995
4094,57,2,2025,13,3986366462
4095,57,3,2025,16,4874145968
4096,57,4,2025,15,5120167140
4097,57,5,2025,14,5435097626
4098,57,6,2025,15,6192486495
4099,57,7,2025,15,6243507465
4100,57,8,2025,15,5304123360
4101,57,9,2025,17,6497472403
4102,57,10,2025,13,5233517718
4103,57,11,2025,13,4703173111
4104,57,12,2025,15,5694036270
4105,58,1,2020,25,9821371800
4106,58,2,2020,22,7835522266
4107,58,3,2020,20,7193641020
4108,58,4,2020,24,9871594080
4109,58,5,2020,17,6421211321
4110,58,6,2020,17,6358049742
4111,58,7,2020,25,10374897875
4112,58,8,2020,18,7414176600
4113,58,9,2020,20,7013913880
4114,58,10,2020,22,8243580796
4115,58,11,2020,23,9233387007
4116,58,12,2020,17,6672732322
4117,58,1,2021,23,7480218608
4118,58,2,2021,26,8702707182
4119,58,3,2021,23,9273329888
4120,58,4,2021,29,9350252065
4121,58,5,2021,25,8515267850
4122,58,6,2021,20,6347902780
4123,58,7,2021,27,9964361934
4124,58,8,2021,27,8954814438
4125,58,9,2021,27,9908222103
4126,58,10,2021,26,9050822144
4127,58,11,2021,25,9279945575
4128,58,12,2021,26,8271438344
4129,58,1,2022,24,8591311656
4130,58,2,2022,22,7929152286
4131,58,3,2022,23,7940615450
4132,58,4,2022,23,7053544228
4133,58,5,2022,20,6415580740
4134,58,6,2022,23,8640359883
4135,58,7,2022,27,8448237603
4136,58,8,2022,29,11686402194
4137,58,9,2022,21,8004377157
4138,58,10,2022,23,8152953428
4139,58,11,2022,25,10100948000
4140,58,12,2022,22,7203273242
4141,58,1,2023,28,11143346816
4142,58,2,2023,27,10126894455
4143,58,3,2023,29,10709137893
4144,58,4,2023,22,7979932928
4145,58,5,2023,23,8766242839
4146,58,6,2023,24,7489910592
4147,58,7,2023,26,8819471934
4148,58,8,2023,21,8675823912
4149,58,9,2023,25,8843867950
4150,58,10,2023,28,11473536536
4151,58,11,2023,28,11591005104
4152,58,12,2023,20,6950647860
4153,58,1,2024,27,8569089090
4154,58,2,2024,28,10004317064
4155,58,3,2024,23,7888839782
4156,58,4,2024,23,9152533474
4157,58,5,2024,29,11603285642
4158,58,6,2024,21,7015531257
4159,58,7,2024,22,8113948854
4160,58,8,2024,26,9685578396
4161,58,9,2024,29,10868690412
4162,58,10,2024,21,7689740163
4163,58,11,2024,25,8589880225
4164,58,12,2024,24,10065959592
4165,58,1,2025,21,8423163483
4166,58,2,2025,23,8923050997
4167,58,3,2025,26,8784596964
4168,58,4,2025,29,10793687625
4169,58,5,2025,20,8378845200
4170,58,6,2025,24,8809057536
4171,58,7,2025,24,9760470480
4172,58,8,2025,24,9418560000
4173,58,9,2025,29,9868487691
4174,58,10,2025,23,8892625884
4175,58,11,2025,28,10600387980
4176,58,12,2025,29,10373634341
4177,59,1,2020,14,4972843330
4178,59,2,2020,11,3826907095
4179,59,3,2020,14,5860503208
4180,59,4,2020,10,3057898260
4181,59,5,2020,13,5334479917
4182,59,6,2020,13,4036204809
4183,59,7,2020,13,3990974195
4184,59,8,2020,13,5456169940
4185,59,9,2020,12,3886202220
4186,59,10,2020,12,5033890764
4187,59,11,2020,12,4010681292
4188,59,12,2020,12,4685766216
4189,59,1,2021,17,6984112040
4190,59,2,2021,13,4498855192
4191,59,3,2021,12,3808043484
4192,59,4,2021,17,7133706447
4193,59,5,2021,14,5289086110
4194,59,6,2021,14,5758405408
4195,59,7,2021,13,5099025737
4196,59,8,2021,13,4516715671
4197,59,9,2021,12,4562655168
4198,59,10,2021,13,4604019550
4199,59,11,2021,12,4626437616
4200,59,12,2021,12,4081173552
4201,59,1,2022,15,5480215470
4202,59,2,2022,13,5266619514
4203,59,3,2022,15,5145518730
4204,59,4,2022,17,6179462260
4205,59,5,2022,12,4021673676
4206,59,6,2022,12,4775797608
4207,59,7,2022,14,5602141972
4208,59,8,2022,12,5013343584
4209,59,9,2022,13,4388483866
4210,59,10,2022,12,3942545172
4211,59,11,2022,14,5877235490
4212,59,12,2022,13,4004358514
4213,59,1,2023,17,6877770121
4214,59,2,2023,16,5731998512
4215,59,3,2023,17,5540802299
4216,59,4,2023,13,4755706943
4217,59,5,2023,12,4155643380
4218,59,6,2023,13,3944345756
4219,59,7,2023,15,5322638610
4220,59,8,2023,15,5160599190
4221,59,9,2023,16,5754846544
4222,59,10,2023,13,4287188932
4223,59,11,2023,15,6003885495
4224,59,12,2023,14,4703226724
4225,59,1,2024,17,5336026300
4226,59,2,2024,16,6406698480
4227,59,3,2024,17,6423608338
4228,59,4,2024,14,4996162612
4229,59,5,2024,15,4900518855
4230,59,6,2024,13,5220224425
4231,59,7,2024,14,4748467276
4232,59,8,2024,14,4331680570
4233,59,9,2024,16,5177892320
4234,59,10,2024,15,6284063100
4235,59,11,2024,17,5812144127
4236,59,12,2024,13,4599733788
4237,59,1,2025,14,5667991028
4238,59,2,2025,16,6554193152
4239,59,3,2025,13,4536425803
4240,59,4,2025,13,5277021607
4241,59,5,2025,13,4410416816
4242,59,6,2025,16,5837269152
4243,59,7,2025,14,4632672786
4244,59,8,2025,17,6668980439
4245,59,9,2025,16,5615361216
4246,59,10,2025,12,4387726680
4247,59,11,2025,15,6274076940
4248,59,12,2025,13,5106693072
4249,60,1,2020,14,5499445938
4250,60,2,2020,13,5247436896
4251,60,3,2020,10,3338165790
4252,60,4,2020,11,3772444181
4253,60,5,2020,13,5199515217
4254,60,6,2020,10,3690037790
4255,60,7,2020,10,3250615400
4256,60,8,2020,11,3319904082
4257,60,9,2020,10,4034404250
4258,60,10,2020,12,4756004160
4259,60,11,2020,13,5409388634
4260,60,12,2020,13,5325251490
4261,60,1,2021,16,5434614000
4262,60,2,2021,16,6385677632
4263,60,3,2021,15,5006090655
4264,60,4,2021,17,6836156008
4265,60,5,2021,16,5199218080
4266,60,6,2021,13,4851178397
4267,60,7,2021,12,4454321820
4268,60,8,2021,16,6468096080
4269,60,9,2021,14,4363006228
4270,60,10,2021,13,4236078262
4271,60,11,2021,16,6133615680
4272,60,12,2021,13,5269612569
4273,60,1,2022,17,7126442738
4274,60,2,2022,13,5342341290
4275,60,3,2022,16,5896573408
4276,60,4,2022,12,4486267236
4277,60,5,2022,15,6044800710
4278,60,6,2022,16,5800257232
4279,60,7,2022,14,5435220602
4280,60,8,2022,13,4109762293
4281,60,9,2022,17,6418417728
4282,60,10,2022,16,5488376752
4283,60,11,2022,13,4484369968
4284,60,12,2022,12,4156318284
4285,60,1,2023,14,5076292676
4286,60,2,2023,14,5466106268
4287,60,3,2023,15,6131116545
4288,60,4,2023,13,5212501268
4289,60,5,2023,14,4557453362
4290,60,6,2023,17,5560943712
4291,60,7,2023,14,4670304800
4292,60,8,2023,17,6944457330
4293,60,9,2023,12,4205891760
4294,60,10,2023,17,6022874155
4295,60,11,2023,13,4961592883
4296,60,12,2023,12,4896368904
4297,60,1,2024,14,5077945460
4298,60,2,2024,16,6707991600
4299,60,3,2024,17,6261475938
4300,60,4,2024,15,5899583100
4301,60,5,2024,14,4693101140
4302,60,6,2024,14,5851485682
4303,60,7,2024,16,5257015040
4304,60,8,2024,17,6111074490
4305,60,9,2024,15,4834866645
4306,60,10,2024,16,5103033872
4307,60,11,2024,13,5349893562
4308,60,12,2024,13,4937340005
4309,60,1,2025,14,5186774054
4310,60,2,2025,14,5173027258
4311,60,3,2025,16,4871340032
4312,60,4,2025,17,5198037113
4313,60,5,2025,16,6034028832
4314,60,6,2025,13,5313046050
4315,60,7,2025,12,4235754576
4316,60,8,2025,12,3634057452
4317,60,9,2025,16,4832865760
4318,60,10,2025,17,6175720254
4319,60,11,2025,14,5529087368
4320,60,12,2025,14,4659199916
4321,61,1,2020,13,4214034396
4322,61,2,2020,12,4318900212
4323,61,3,2020,11,3635055468
4324,61,4,2020,13,5174949871
4325,61,5,2020,11,4611840453
4326,61,6,2020,10,3804487210
4327,61,7,2020,11,4474665690
4328,61,8,2020,12,4354605528
4329,61,9,2020,11,3795704209
4330,61,10,2020,12,4906755588
4331,61,11,2020,13,4165705674
4332,61,12,2020,13,5150270866
4333,61,1,2021,17,5320360545
4334,61,2,2021,17,6514556434
4335,61,3,2021,12,4120493616
4336,61,4,2021,17,5779785511
4337,61,5,2021,13,4123977624
4338,61,6,2021,15,4555296255
4339,61,7,2021,15,5841222525
4340,61,8,2021,16,4863802752
4341,61,9,2021,15,5589559755
4342,61,10,2021,14,5498649086
4343,61,11,2021,15,5801015970
4344,61,12,2021,13,3988632206
4345,61,1,2022,13,5053599590
4346,61,2,2022,12,4013922588
4347,61,3,2022,14,5559998206
4348,61,4,2022,16,5979583264
4349,61,5,2022,15,4931132490
4350,61,6,2022,15,5669840595
4351,61,7,2022,13,5144547681
4352,61,8,2022,12,4519955208
4353,61,9,2022,15,5991790845
4354,61,10,2022,12,4220450928
4355,61,11,2022,12,4968992460
4356,61,12,2022,17,6054085373
4357,61,1,2023,17,5188586575
4358,61,2,2023,15,5636924295
4359,61,3,2023,14,5482899086
4360,61,4,2023,12,4753187568
4361,61,5,2023,13,4528109495
4362,61,6,2023,14,4468521680
4363,61,7,2023,15,5372795535
4364,61,8,2023,16,6275506384
4365,61,9,2023,15,5516661090
4366,61,10,2023,17,6004241900
4367,61,11,2023,15,5123348025
4368,61,12,2023,12,4785290604
4369,61,1,2024,13,3965930059
4370,61,2,2024,16,5134592528
4371,61,3,2024,16,5582358320
4372,61,4,2024,15,4874497935
4373,61,5,2024,15,6280852500
4374,61,6,2024,12,3719067432
4375,61,7,2024,13,5181739927
4376,61,8,2024,16,4888618992
4377,61,9,2024,13,5123987583
4378,61,10,2024,15,4533852525
4379,61,11,2024,14,4525950842
4380,61,12,2024,16,4963976960
4381,61,1,2025,15,5600063250
4382,61,2,2025,16,6440701280
4383,61,3,2025,16,5737799872
4384,61,4,2025,13,5286415784
4385,61,5,2025,13,4508890113
4386,61,6,2025,12,3640209468
4387,61,7,2025,14,5250740768
4388,61,8,2025,13,5270605444
4389,61,9,2025,17,6491524120
4390,61,10,2025,16,5054520368
4391,61,11,2025,14,4424921088
4392,61,12,2025,16,5535227888
4393,62,1,2020,10,3726963070
4394,62,2,2020,11,3650547362
4395,62,3,2020,14,4490495184
4396,62,4,2020,14,4424557550
4397,62,5,2020,12,4524456660
4398,62,6,2020,13,5094013340
4399,62,7,2020,10,3183017510
4400,62,8,2020,13,5300077640
4401,62,9,2020,10,3175947460
4402,62,10,2020,13,4464677308
4403,62,11,2020,12,4736009544
4404,62,12,2020,11,4314759801
4405,62,1,2021,12,4659356604
4406,62,2,2021,17,5927273380
4407,62,3,2021,12,4221723348
4408,62,4,2021,15,5458145160
4409,62,5,2021,17,5464112409
4410,62,6,2021,17,5168212687
4411,62,7,2021,15,6111550530
4412,62,8,2021,16,5527297568
4413,62,9,2021,16,6486780528
4414,62,10,2021,14,5243902552
4415,62,11,2021,17,5331252598
4416,62,12,2021,15,5715374820
4417,62,1,2022,17,6969755268
4418,62,2,2022,15,5389549050
4419,62,3,2022,17,5624578520
4420,62,4,2022,13,4399660681
4421,62,5,2022,12,4559515800
4422,62,6,2022,16,4842570272
4423,62,7,2022,12,4377893376
4424,62,8,2022,14,5051241986
4425,62,9,2022,14,5368433098
4426,62,10,2022,12,3662965440
4427,62,11,2022,13,5129987447
4428,62,12,2022,17,7038402288
4429,62,1,2023,16,6125936112
4430,62,2,2023,16,5333564336
4431,62,3,2023,14,4733935864
4432,62,4,2023,16,6568129168
4433,62,5,2023,12,4518536748
4434,62,6,2023,12,3740171460
4435,62,7,2023,16,5231641520
4436,62,8,2023,17,6792173676
4437,62,9,2023,12,4926634440
4438,62,10,2023,15,4642696530
4439,62,11,2023,13,4118976706
4440,62,12,2023,17,5578289356
4441,62,1,2024,12,3870911976
4442,62,2,2024,17,5332999195
4443,62,3,2024,13,4638213190
4444,62,4,2024,12,3910954680
4445,62,5,2024,15,5867321760
4446,62,6,2024,16,6501964928
4447,62,7,2024,14,4457671204
4448,62,8,2024,12,3647482428
4449,62,9,2024,14,5853276058
4450,62,10,2024,15,4590754590
4451,62,11,2024,17,6239851530
4452,62,12,2024,16,6281638336
4453,62,1,2025,15,5980970535
4454,62,2,2025,16,5793111728
4455,62,3,2025,15,5866787055
4456,62,4,2025,17,7076071551
4457,62,5,2025,16,6687149680
4458,62,6,2025,16,5337501040
4459,62,7,2025,12,3912670680
4460,62,8,2025,12,3614407056
4461,62,9,2025,14,5708682434
4462,62,10,2025,15,4830812520
4463,62,11,2025,16,5990775632
4464,62,12,2025,12,4565795952
4465,63,1,2020,21,8126835108
4466,63,2,2020,21,7974281889
4467,63,3,2020,19,6980536806
4468,63,4,2020,22,6798563662
4469,63,5,2020,19,6316071466
4470,63,6,2020,23,7335418359
4471,63,7,2020,21,6961784172
4472,63,8,2020,18,6039793926
4473,63,9,2020,22,7184532586
4474,63,10,2020,19,7712593107
4475,63,11,2020,25,8892321625
4476,63,12,2020,18,6071658696
4477,63,1,2021,24,7839114432
4478,63,2,2021,20,7982119240
4479,63,3,2021,24,8972084856
4480,63,4,2021,29,10751757018
4481,63,5,2021,24,9640113168
4482,63,6,2021,22,8844401236
4483,63,7,2021,22,8189681654
4484,63,8,2021,27,8438416029
4485,63,9,2021,24,9900291840
4486,63,10,2021,25,9219568575
4487,63,11,2021,25,7834885575
4488,63,12,2021,21,7936354839
4489,63,1,2022,29,11346439950
4490,63,2,2022,26,10712923572
4491,63,3,2022,22,8820057642
4492,63,4,2022,28,9909198068
4493,63,5,2022,28,10259335184
4494,63,6,2022,28,8841264684
4495,63,7,2022,25,9164954525
4496,63,8,2022,20,8049777200
4497,63,9,2022,24,8252326632
4498,63,10,2022,29,9040983421
4499,63,11,2022,28,8811618340
4500,63,12,2022,24,7722802128
4501,63,1,2023,28,10559168732
4502,63,2,2023,24,8317817328
4503,63,3,2023,29,11787795445
4504,63,4,2023,21,7955839164
4505,63,5,2023,25,9648073475
4506,63,6,2023,23,9654178171
4507,63,7,2023,22,7458321024
4508,63,8,2023,29,10264416774
4509,63,9,2023,20,7354006460
4510,63,10,2023,20,8237809780
4511,63,11,2023,29,9813376236
4512,63,12,2023,26,8065168852
4513,63,1,2024,25,9366266925
4514,63,2,2024,24,9577574352
4515,63,3,2024,28,10078887084
4516,63,4,2024,21,8598290799
4517,63,5,2024,22,6803984418
4518,63,6,2024,25,8367274175
4519,63,7,2024,22,7111184718
4520,63,8,2024,29,11532467845
4521,63,9,2024,29,9948557561
4522,63,10,2024,22,7384983628
4523,63,11,2024,26,8517018614
4524,63,12,2024,21,6966787590
4525,63,1,2025,25,7689298375
4526,63,2,2025,20,6797189080
4527,63,3,2025,29,11032495056
4528,63,4,2025,24,7350834192
4529,63,5,2025,27,8467766595
4530,63,6,2025,26,9222152576
4531,63,7,2025,21,7142417373
4532,63,8,2025,23,7326686800
4533,63,9,2025,24,7719887208
4534,63,10,2025,28,10537214576
4535,63,11,2025,26,9720821162
4536,63,12,2025,23,7969074063
4537,64,1,2020,10,4113939920
4538,64,2,2020,13,4360697380
4539,64,3,2020,12,4806117492
4540,64,4,2020,14,5281111794
4541,64,5,2020,10,3193457590
4542,64,6,2020,10,3040015100
4543,64,7,2020,13,4758855257
4544,64,8,2020,14,4982929014
4545,64,9,2020,14,5820099334
4546,64,10,2020,12,4391953368
4547,64,11,2020,15,4860645045
4548,64,12,2020,11,3724174124
4549,64,1,2021,16,5856064928
4550,64,2,2021,13,4549237992
4551,64,3,2021,16,6415124480
4552,64,4,2021,13,4028003200
4553,64,5,2021,14,5425661178
4554,64,6,2021,16,6644165680
4555,64,7,2021,14,5618863838
4556,64,8,2021,12,4951970568
4557,64,9,2021,17,5438711145
4558,64,10,2021,16,6231936032
4559,64,11,2021,17,5803735655
4560,64,12,2021,13,4904675048
4561,64,1,2022,14,5569660264
4562,64,2,2022,12,4114640208
4563,64,3,2022,17,5104880428
4564,64,4,2022,14,5636109066
4565,64,5,2022,13,5260993712
4566,64,6,2022,17,7038216580
4567,64,7,2022,15,6108592275
4568,64,8,2022,15,4608441750
4569,64,9,2022,13,4640292826
4570,64,10,2022,16,5641236544
4571,64,11,2022,17,5174817765
4572,64,12,2022,14,5592463114
4573,64,1,2023,15,4854638160
4574,64,2,2023,16,6111060832
4575,64,3,2023,13,3999484489
4576,64,4,2023,15,5231793870
4577,64,5,2023,17,5642599931
4578,64,6,2023,12,4587092148
4579,64,7,2023,12,4544353944
4580,64,8,2023,13,4055149397
4581,64,9,2023,13,5334240912
4582,64,10,2023,15,6262006200
4583,64,11,2023,12,4169563164
4584,64,12,2023,17,5336329563
4585,64,1,2024,16,4917969600
4586,64,2,2024,12,4229504172
4587,64,3,2024,14,5475382150
4588,64,4,2024,13,4659619900
4589,64,5,2024,13,4900409423
4590,64,6,2024,12,4147172100
4591,64,7,2024,12,4275315072
4592,64,8,2024,15,5265791520
4593,64,9,2024,17,7078510439
4594,64,10,2024,16,5389420016
4595,64,11,2024,13,4225822601
4596,64,12,2024,12,4924132824
4597,64,1,2025,14,4775409240
4598,64,2,2025,17,5371031187
4599,64,3,2025,12,4119553368
4600,64,4,2025,14,5248894840
4601,64,5,2025,16,5507437232
4602,64,6,2025,14,4549806632
4603,64,7,2025,16,5623012848
4604,64,8,2025,16,4824263664
4605,64,9,2025,14,5469623516
4606,64,10,2025,13,5297678451
4607,64,11,2025,17,6175978467
4608,64,12,2025,15,5499091335
4609,65,1,2020,11,3416635090
4610,65,2,2020,10,3884221640
4611,65,3,2020,10,3910415090
4612,65,4,2020,14,4301442726
4613,65,5,2020,13,4173866515
4614,65,6,2020,10,3183381450
4615,65,7,2020,11,3801396775
4616,65,8,2020,10,3064143780
4617,65,9,2020,14,4226665478
4618,65,10,2020,11,4209212502
4619,65,11,2020,13,4831122842
4620,65,12,2020,11,3613409635
4621,65,1,2021,14,5416176668
4622,65,2,2021,17,5448814415
4623,65,3,2021,12,4124859372
4624,65,4,2021,14,4606108178
4625,65,5,2021,13,4514711071
4626,65,6,2021,13,5257759234
4627,65,7,2021,14,4772673556
4628,65,8,2021,15,5764103175
4629,65,9,2021,12,4810710336
4630,65,10,2021,14,5295108056
4631,65,11,2021,12,4774309380
4632,65,12,2021,14,5744714136
4633,65,1,2022,14,4579366204
4634,65,2,2022,16,6113450736
4635,65,3,2022,13,4534226840
4636,65,4,2022,15,6267177600
4637,65,5,2022,14,4339832728
4638,65,6,2022,17,6646084771
4639,65,7,2022,13,5379735842
4640,65,8,2022,15,5826810405
4641,65,9,2022,16,6274432672
4642,65,10,2022,17,5878302296
4643,65,11,2022,16,6348323152
4644,65,12,2022,14,5460888496
4645,65,1,2023,13,5146926343
4646,65,2,2023,13,4813249077
4647,65,3,2023,17,5965383147
4648,65,4,2023,15,5089018545
4649,65,5,2023,15,4664182140
4650,65,6,2023,12,4789566864
4651,65,7,2023,16,5678396560
4652,65,8,2023,17,5804799549
4653,65,9,2023,17,6711024873
4654,65,10,2023,14,5283213866
4655,65,11,2023,12,4633505052
4656,65,12,2023,14,5075195720
4657,65,1,2024,15,5633426745
4658,65,2,2024,12,4418607948
4659,65,3,2024,17,6272024761
4660,65,4,2024,15,4937611065
4661,65,5,2024,14,5349147314
4662,65,6,2024,17,6240460776
4663,65,7,2024,12,3735960864
4664,65,8,2024,17,5791047127
4665,65,9,2024,15,5308260480
4666,65,10,2024,12,3750842544
4667,65,11,2024,16,4994564128
4668,65,12,2024,16,5490089504
4669,65,1,2025,15,5187883725
4670,65,2,2025,15,5755437825
4671,65,3,2025,13,4664007114
4672,65,4,2025,13,4013853961
4673,65,5,2025,14,5173851858
4674,65,6,2025,13,5428121985
4675,65,7,2025,14,5029094532
4676,65,8,2025,15,5002007820
4677,65,9,2025,12,4310843292
4678,65,10,2025,12,3813408204
4679,65,11,2025,12,3935990100
4680,65,12,2025,16,5456485344
4681,66,1,2020,19,7844737157
4682,66,2,2020,17,6361493364
4683,66,3,2020,18,5925311100
4684,66,4,2020,24,7298724360
4685,66,5,2020,18,6213926736
4686,66,6,2020,24,9448796520
4687,66,7,2020,22,7719975538
4688,66,8,2020,23,8628823428
4689,66,9,2020,18,6271905060
4690,66,10,2020,19,6223778453
4691,66,11,2020,23,8300179579
4692,66,12,2020,21,7221135432
4693,66,1,2021,27,10319680827
4694,66,2,2021,24,8716679544
4695,66,3,2021,26,7870957978
4696,66,4,2021,25,7671088000
4697,66,5,2021,22,7360793726
4698,66,6,2021,25,8283169800
4699,66,7,2021,25,8123494550
4700,66,8,2021,28,11197174996
4701,66,9,2021,20,7321774600
4702,66,10,2021,28,8420228040
4703,66,11,2021,21,7038826620
4704,66,12,2021,24,7865299200
4705,66,1,2022,21,7508851434
4706,66,2,2022,21,8089942434
4707,66,3,2022,22,6806810054
4708,66,4,2022,20,6735910100
4709,66,5,2022,27,9055532592
4710,66,6,2022,27,10351976904
4711,66,7,2022,26,8191980160
4712,66,8,2022,23,8494334907
4713,66,9,2022,22,8208905034
4714,66,10,2022,25,7942763725
4715,66,11,2022,21,7899347946
4716,66,12,2022,20,7340585700
4717,66,1,2023,21,8534666238
4718,66,2,2023,24,8589968352
4719,66,3,2023,28,11153908024
4720,66,4,2023,29,9482548586
4721,66,5,2023,28,11680450040
4722,66,6,2023,26,10515264812
4723,66,7,2023,23,8714297270
4724,66,8,2023,28,8560813016
4725,66,9,2023,21,7531132686
4726,66,10,2023,23,8214316531
4727,66,11,2023,21,8766429840
4728,66,12,2023,24,7219070520
4729,66,1,2024,29,11925160760
4730,66,2,2024,22,8425092434
4731,66,3,2024,25,9988506800
4732,66,4,2024,26,8325786690
4733,66,5,2024,28,10015707520
4734,66,6,2024,26,8787796498
4735,66,7,2024,20,7225423080
4736,66,8,2024,25,8055058225
4737,66,9,2024,21,7056795438
4738,66,10,2024,24,7871911560
4739,66,11,2024,23,8301492373
4740,66,12,2024,21,6337425381
4741,66,1,2025,22,8680392204
4742,66,2,2025,29,11004069343
4743,66,3,2025,25,7685086725
4744,66,4,2025,20,7603437020
4745,66,5,2025,29,11763401689
4746,66,6,2025,27,9739148805
4747,66,7,2025,24,9543920616
4748,66,8,2025,23,8891569218
4749,66,9,2025,27,10690273728
4750,66,10,2025,21,8110243323
4751,66,11,2025,21,7486516401
4752,66,12,2025,21,7888772703
4753,67,1,2020,22,7230531440
4754,67,2,2020,23,7429708469
4755,67,3,2020,20,6665244360
4756,67,4,2020,23,9002947362
4757,67,5,2020,24,8919057456
4758,67,6,2020,25,9565225275
4759,67,7,2020,25,9816046875
4760,67,8,2020,19,6012758867
4761,67,9,2020,19,5845843373
4762,67,10,2020,21,7974838305
4763,67,11,2020,24,10028979024
4764,67,12,2020,19,6544580153
4765,67,1,2021,29,11182113306
4766,67,2,2021,26,8010755402
4767,67,3,2021,23,7069620607
4768,67,4,2021,29,11708387935
4769,67,5,2021,26,9996147122
4770,67,6,2021,26,8113805388
4771,67,7,2021,24,8079049560
4772,67,8,2021,26,9936300426
4773,67,9,2021,29,11052469734
4774,67,10,2021,27,8953623144
4775,67,11,2021,25,10323425250
4776,67,12,2021,24,8454885096
4777,67,1,2022,24,8884864464
4778,67,2,2022,24,7660301424
4779,67,3,2022,25,7606739725
4780,67,4,2022,29,12004598749
4781,67,5,2022,28,8830843504
4782,67,6,2022,27,9844925625
4783,67,7,2022,20,6189107120
4784,67,8,2022,24,9522031008
4785,67,9,2022,23,9560233774
4786,67,10,2022,24,8830428408
4787,67,11,2022,25,7942124300
4788,67,12,2022,23,8348277386
4789,67,1,2023,26,10749884158
4790,67,2,2023,27,10056081933
4791,67,3,2023,21,6827250066
4792,67,4,2023,27,11209588839
4793,67,5,2023,25,9084954175
4794,67,6,2023,26,8100440608
4795,67,7,2023,20,6121547220
4796,67,8,2023,26,10056821632
4797,67,9,2023,24,9098957712
4798,67,10,2023,21,6374602689
4799,67,11,2023,22,8454541502
4800,67,12,2023,21,8472005052
