inventory_id,dealer_id,vehicle_id,stock_available,stock_in,stock_out,inventory_month
4587,65,134,10,7,3,2025-10-01
4588,65,134,14,15,19,2025-02-01
4589,65,134,20,6,7,2025-06-01
4590,65,144,33,18,11,2024-12-01
4591,65,144,28,4,3,2024-01-01
4592,65,144,29,17,4,2025-08-01
4593,65,144,7,9,13,2025-10-01
4594,65,144,24,25,28,2025-03-01
4595,65,144,20,19,11,2024-04-01
4596,65,144,12,11,7,2025-06-01
4597,65,144,2,22,27,2025-09-01
4598,65,144,0,4,9,2025-12-01
4599,65,144,1,23,24,2025-01-01
4600,65,144,4,5,8,2025-07-01
4601,65,144,35,13,1,2024-02-01
4602,65,187,18,6,3,2024-08-01
4603,65,187,13,15,19,2025-09-01
4604,65,187,17,9,8,2025-12-01
4605,65,187,16,11,14,2024-12-01
4606,65,187,21,10,14,2024-01-01
4607,65,187,3,10,15,2024-10-01
4608,65,187,12,9,10,2024-02-01
4609,65,137,18,8,7,2025-10-01
4610,65,137,6,15,16,2024-04-01
4611,65,137,18,19,2,2025-04-01
4612,65,137,16,12,2,2024-03-01
4613,65,137,13,6,9,2024-08-01
4614,65,137,25,3,7,2025-07-01
4615,65,137,14,15,5,2025-01-01
4616,65,137,12,2,6,2025-12-01
4617,65,137,29,7,8,2024-10-01
4618,66,149,15,5,7,2025-07-01
4619,66,149,8,3,3,2024-09-01
4620,66,149,12,24,24,2024-11-01
4621,66,149,28,17,2,2025-03-01
4622,66,149,0,20,22,2025-06-01
4623,66,149,24,25,18,2025-12-01
4624,66,165,0,18,23,2025-11-01
4625,66,165,36,8,0,2024-08-01
4626,66,165,5,5,0,2024-09-01
4627,66,165,21,11,14,2024-12-01
4628,66,165,12,4,8,2024-11-01
4629,66,165,36,16,10,2024-07-01
4630,66,165,12,10,12,2025-02-01
4631,66,165,5,10,6,2025-10-01
4632,66,165,17,9,8,2025-05-01
4633,66,150,21,16,17,2025-05-01
4634,66,150,38,23,11,2025-07-01
4635,66,150,23,7,6,2025-09-01
4636,66,150,2,8,13,2025-06-01
4637,66,150,30,13,11,2024-05-01
4638,66,150,32,18,1,2024-02-01
4639,66,150,21,8,2,2024-11-01
4640,66,150,13,23,11,2024-01-01
4641,66,150,13,7,5,2024-12-01
4642,66,150,0,5,8,2024-09-01
4643,66,150,37,16,7,2025-02-01
4644,66,150,21,17,14,2025-01-01
4645,66,118,16,13,9,2024-10-01
4646,66,118,15,3,4,2024-07-01
4647,66,118,19,13,0,2025-02-01
4648,66,118,25,14,18,2025-05-01
4649,66,118,0,8,11,2024-12-01
4650,66,118,20,9,10,2024-05-01
4651,66,118,28,4,1,2025-09-01
4652,66,118,29,14,9,2024-01-01
4653,66,136,20,16,11,2024-10-01
4654,66,136,29,10,3,2025-04-01
4655,66,136,3,17,17,2024-05-01
4656,66,136,34,11,4,2024-06-01
4657,66,136,24,6,11,2024-02-01
4658,66,136,26,3,0,2025-03-01
4659,66,117,23,11,12,2024-10-01
4660,66,117,2,7,10,2024-05-01
4661,66,117,27,18,6,2025-05-01
4662,66,117,25,6,9,2025-10-01
4663,66,117,16,6,10,2024-08-01
4664,66,117,24,19,9,2024-06-01
4665,66,117,20,5,3,2025-07-01
4666,66,117,10,13,4,2024-09-01
4667,66,155,9,14,13,2025-07-01
4668,66,155,25,12,2,2025-10-01
4669,66,155,0,2,5,2025-03-01
4670,66,155,29,25,4,2025-09-01
4671,66,155,16,10,15,2025-08-01
4672,66,155,26,13,15,2025-11-01
4673,66,155,15,17,7,2024-09-01
4674,66,155,16,2,1,2025-12-01
4675,66,155,9,22,14,2024-12-01
4676,66,155,36,9,1,2025-05-01
4677,66,155,8,15,20,2024-10-01
4678,66,137,7,12,11,2024-06-01
4679,66,137,15,13,9,2025-02-01
4680,66,137,14,22,13,2024-08-01
4681,66,137,25,18,2,2024-10-01
4682,66,137,16,13,3,2025-11-01
4683,66,137,14,12,16,2025-05-01
4684,66,137,23,16,3,2025-01-01
4685,66,137,3,14,17,2025-06-01
4686,66,137,0,9,13,2024-07-01
4687,66,111,7,16,15,2024-03-01
4688,66,111,13,22,12,2024-09-01
4689,66,111,30,16,14,2024-02-01
4690,66,111,27,24,21,2025-06-01
4691,66,111,19,20,15,2025-01-01
4692,66,111,22,2,3,2025-02-01
4693,66,111,5,2,6,2024-08-01
4694,67,146,16,4,8,2025-09-01
4695,67,146,9,24,22,2024-01-01
4696,67,146,10,14,7,2024-12-01
4697,67,146,21,10,14,2024-08-01
4698,67,146,7,12,6,2024-09-01
4699,67,146,31,21,15,2025-03-01
4700,67,146,15,8,7,2024-05-01
4701,67,146,43,16,2,2025-10-01
4702,67,146,44,15,1,2025-02-01
4703,67,146,30,15,12,2024-11-01
4704,67,146,0,2,4,2025-11-01
4705,67,178,16,10,9,2024-03-01
4706,67,178,26,12,4,2025-01-01
4707,67,178,21,12,7,2025-09-01
4708,67,178,22,6,2,2024-10-01
4709,67,178,29,21,5,2025-06-01
4710,67,178,34,22,14,2025-05-01
4711,67,178,14,5,9,2024-02-01
4712,67,178,21,5,10,2024-12-01
4713,67,178,11,4,8,2025-12-01
4714,67,178,11,7,2,2025-02-01
4715,67,178,16,3,1,2025-03-01
4716,67,148,29,8,9,2025-03-01
4717,67,148,10,9,2,2024-02-01
4718,67,148,17,20,9,2025-05-01
4719,67,148,27,20,12,2024-10-01
4720,67,148,22,7,10,2024-04-01
4721,67,148,8,21,19,2025-09-01
4722,67,148,10,7,12,2024-09-01
4723,67,148,0,17,20,2025-02-01
4724,67,148,11,9,2,2025-07-01
4725,67,148,20,7,0,2024-07-01
4726,67,105,11,20,23,2025-10-01
4727,67,105,16,18,19,2025-07-01
4728,67,105,31,20,3,2024-03-01
4729,67,105,31,11,0,2025-06-01
4730,67,105,35,19,11,2025-03-01
4731,67,105,19,7,4,2025-12-01
4732,67,105,6,6,11,2024-09-01
4733,67,105,11,10,4,2024-11-01
4734,67,105,40,19,9,2025-01-01
4735,67,105,36,19,8,2024-12-01
4736,67,126,15,4,8,2025-06-01
4737,67,126,26,11,15,2025-11-01
4738,67,126,29,13,12,2024-01-01
4739,67,126,30,4,2,2024-12-01
4740,67,126,16,23,11,2024-07-01
4741,67,126,19,14,0,2024-05-01
4742,67,126,20,4,9,2025-05-01
4743,67,126,4,4,1,2025-09-01
4744,67,176,21,21,8,2025-05-01
4745,67,176,16,8,10,2025-07-01
4746,67,176,29,17,16,2024-03-01
4747,67,176,2,7,12,2024-11-01
4748,67,176,3,7,5,2024-07-01
4749,67,176,32,13,2,2024-10-01
4750,67,176,8,18,21,2025-02-01
4751,67,176,10,21,25,2025-11-01
4752,67,176,29,6,4,2024-04-01
4753,67,142,10,11,4,2025-10-01
4754,67,142,4,9,5,2024-12-01
4755,67,142,7,24,19,2025-05-01
4756,67,142,44,17,2,2025-12-01
4757,67,142,14,10,15,2024-05-01
4758,67,142,13,17,6,2025-09-01
4759,67,142,0,12,14,2024-10-01
4760,67,183,28,12,3,2024-07-01
4761,67,183,30,15,8,2025-06-01
4762,67,183,24,14,6,2024-12-01
4763,67,183,37,8,1,2024-11-01
4764,67,183,19,22,24,2025-05-01
4765,67,183,14,9,14,2025-03-01
4766,67,183,10,4,4,2024-01-01
4767,67,183,12,19,16,2024-09-01
4768,67,183,28,19,16,2025-02-01
4769,67,183,17,15,12,2025-08-01
4770,67,121,25,10,8,2024-01-01
4771,67,121,15,16,7,2024-05-01
4772,67,121,32,10,4,2024-09-01
4773,67,121,15,15,7,2024-02-01
4774,67,121,34,11,4,2025-01-01
4775,67,121,11,20,10,2025-12-01
4776,67,121,18,12,3,2025-03-01
4777,67,121,35,17,2,2024-11-01
4778,68,187,12,19,14,2024-06-01
4779,68,187,26,11,11,2025-11-01
4780,68,187,45,20,5,2025-04-01
4781,68,187,19,21,10,2025-03-01
4782,68,187,0,4,9,2024-04-01
4783,68,187,6,14,16,2024-05-01
4784,68,187,11,15,6,2025-02-01
4785,68,187,9,23,25,2024-01-01
4786,68,187,18,9,11,2024-02-01
4787,68,187,8,22,23,2024-12-01
4788,68,187,6,25,21,2024-08-01
4789,68,187,11,20,9,2025-05-01
4790,68,176,38,20,9,2025-04-01
4791,68,176,34,10,1,2025-05-01
4792,68,176,16,25,29,2025-08-01
4793,68,176,15,25,22,2024-02-01
4794,68,176,32,20,13,2025-10-01
4795,68,176,3,11,11,2024-01-01
4796,68,176,27,22,8,2024-03-01
4797,68,176,22,14,8,2025-07-01
4798,68,176,0,23,28,2024-06-01
4799,68,162,16,11,14,2025-08-01
4800,68,162,26,6,3,2025-07-01
4801,68,162,14,19,9,2025-06-01
4802,68,162,40,25,10,2025-11-01
4803,68,162,8,11,6,2024-03-01
4804,68,162,21,15,12,2024-02-01
4805,68,162,29,9,2,2025-02-01
4806,68,162,12,25,22,2024-12-01
4807,68,162,23,10,11,2024-11-01
4808,68,162,34,25,5,2025-01-01
4809,68,178,12,8,7,2025-10-01
4810,68,178,13,23,17,2025-03-01
4811,68,178,16,25,23,2024-08-01
4812,68,178,13,21,23,2025-01-01
4813,68,178,38,17,4,2024-09-01
4814,68,178,22,22,9,2025-08-01
4815,68,160,36,13,7,2025-11-01
4816,68,160,6,10,9,2024-01-01
4817,68,160,34,20,12,2025-04-01
4818,68,160,22,24,12,2025-09-01
4819,68,160,31,21,17,2025-08-01
4820,68,160,37,12,1,2024-04-01
4821,68,160,18,7,0,2025-02-01
4822,68,160,2,5,4,2024-09-01
4823,68,160,30,21,1,2025-05-01
4824,68,160,19,2,4,2025-07-01
4825,68,160,7,10,5,2024-07-01
4826,68,160,19,19,17,2025-12-01
4827,68,169,18,5,5,2024-09-01
4828,68,169,14,16,9,2025-09-01
4829,68,169,0,13,18,2025-08-01
4830,68,169,19,4,0,2024-10-01
4831,68,169,26,25,25,2024-01-01
4832,68,169,11,20,9,2024-07-01
4833,68,169,20,20,23,2025-05-01
4834,68,169,24,9,13,2025-10-01
4835,68,169,24,7,3,2024-04-01
4836,68,169,39,23,1,2024-02-01
4837,68,168,16,18,16,2024-09-01
4838,68,168,17,9,12,2025-10-01
4839,68,168,15,12,15,2024-08-01
4840,68,168,20,19,10,2025-04-01
4841,68,168,30,7,1,2025-07-01
4842,68,168,5,23,21,2024-03-01
4843,68,168,18,13,4,2025-01-01
4844,69,176,13,25,28,2024-06-01
4845,69,176,25,2,6,2025-06-01
4846,69,176,31,17,5,2025-08-01
4847,69,176,6,18,23,2025-03-01
4848,69,176,9,8,11,2024-02-01
4849,69,176,9,19,20,2024-11-01
4850,69,119,30,20,1,2025-12-01
4851,69,119,18,18,12,2025-09-01
4852,69,119,14,8,10,2025-06-01
4853,69,119,18,12,11,2025-07-01
4854,69,119,11,15,6,2024-09-01
4855,69,119,40,15,5,2025-10-01
4856,69,119,5,22,24,2024-02-01
4857,69,119,0,8,11,2024-12-01
4858,69,136,23,3,4,2024-02-01
4859,69,136,24,10,8,2024-08-01
4860,69,136,22,9,3,2024-09-01
4861,69,136,15,4,9,2024-01-01
4862,69,136,5,9,10,2025-03-01
4863,69,136,17,25,23,2025-12-01
4864,69,136,27,11,1,2025-05-01
4865,69,136,15,4,0,2024-06-01
4866,69,136,0,4,8,2025-06-01
4867,69,136,20,3,4,2025-07-01
4868,69,120,17,23,12,2024-07-01
4869,69,120,21,9,0,2025-08-01
4870,69,120,44,15,0,2024-02-01
4871,69,120,20,14,5,2024-11-01
4872,69,120,18,17,16,2025-12-01
4873,69,120,12,14,13,2025-05-01
4874,69,120,8,7,11,2025-11-01
4875,69,186,42,24,9,2025-11-01
4876,69,186,24,15,5,2024-08-01
4877,69,186,3,2,3,2024-09-01
4878,69,186,31,21,3,2025-04-01
4879,69,186,21,8,10,2024-05-01
4880,69,186,12,22,23,2024-12-01
4881,69,104,21,3,0,2025-01-01
4882,69,104,0,8,11,2024-10-01
4883,69,104,13,21,17,2025-02-01
4884,69,104,20,25,16,2024-11-01
4885,69,104,33,12,6,2024-03-01
4886,69,104,9,19,12,2024-07-01
4887,69,104,14,24,13,2025-03-01
4888,69,104,13,6,4,2025-05-01
4889,69,104,18,23,11,2025-04-01
4890,69,104,17,3,4,2025-08-01
4891,69,148,22,10,3,2025-02-01
4892,69,148,8,10,7,2024-07-01
4893,69,148,20,18,7,2025-10-01
4894,69,148,5,18,21,2024-04-01
4895,69,148,10,11,1,2024-05-01
4896,69,148,9,6,11,2024-08-01
4897,69,148,24,24,26,2025-01-01
4898,70,117,20,19,4,2024-02-01
4899,70,117,26,24,26,2025-06-01
4900,70,117,29,4,1,2024-12-01
4901,70,117,0,6,8,2024-06-01
4902,70,117,29,13,9,2025-11-01
4903,70,117,39,14,2,2025-05-01
4904,70,117,8,22,20,2025-01-01
4905,70,117,15,12,14,2025-10-01
4906,70,185,26,11,2,2024-10-01
4907,70,185,1,4,3,2025-04-01
4908,70,185,0,17,21,2024-12-01
4909,70,185,0,25,30,2025-02-01
4910,70,185,22,12,5,2025-07-01
4911,70,185,0,12,16,2024-06-01
4912,70,185,19,12,4,2025-03-01
4913,70,185,15,18,14,2025-12-01
4914,70,185,26,18,5,2025-08-01
4915,70,185,14,25,23,2025-11-01
4916,70,134,31,12,10,2025-02-01
4917,70,134,11,14,12,2024-05-01
4918,70,134,17,2,6,2024-06-01
4919,70,134,3,2,6,2024-12-01
4920,70,134,12,9,1,2024-11-01
4921,70,134,40,18,0,2025-08-01
4922,70,165,22,4,2,2025-05-01
4923,70,165,17,11,16,2025-07-01
4924,70,165,18,9,8,2024-01-01
4925,70,165,14,21,23,2025-03-01
4926,70,165,24,20,0,2024-04-01
4927,70,165,30,22,15,2024-10-01
4928,70,165,32,21,14,2025-08-01
4929,70,165,2,10,11,2024-03-01
4930,70,165,7,3,8,2024-06-01
4931,70,165,1,3,3,2025-09-01
4932,70,126,17,25,20,2025-11-01
4933,70,126,25,11,16,2025-01-01
4934,70,126,47,24,3,2025-09-01
4935,70,126,35,21,0,2024-05-01
4936,70,126,36,24,9,2024-12-01
4937,70,126,10,10,0,2025-05-01
4938,70,126,8,15,7,2024-07-01
4939,70,153,13,2,6,2024-06-01
4940,70,153,19,8,10,2025-08-01
4941,70,153,6,18,18,2024-10-01
4942,70,153,26,12,12,2024-07-01
4943,70,153,0,15,20,2025-09-01
4944,70,153,6,8,9,2024-05-01
4945,70,162,28,16,9,2024-09-01
4946,70,162,4,13,18,2025-10-01
4947,70,162,22,19,11,2024-03-01
4948,70,162,3,2,0,2024-11-01
4949,70,162,26,16,3,2025-05-01
4950,70,162,33,17,6,2024-05-01
4951,70,162,34,5,1,2025-12-01
4952,70,162,17,16,9,2025-03-01
4953,70,162,16,11,16,2025-09-01
4954,70,162,40,25,14,2024-12-01
4955,70,114,14,3,6,2025-01-01
4956,70,114,28,21,3,2025-10-01
4957,70,114,9,5,1,2025-09-01
4958,70,114,25,18,16,2024-12-01
4959,70,114,3,10,14,2025-05-01
4960,70,114,3,4,6,2024-02-01
4961,70,114,34,19,12,2025-07-01
4962,70,114,9,19,23,2024-04-01
4963,70,114,43,17,1,2024-10-01
4964,70,114,43,23,9,2024-03-01
4965,70,114,25,19,20,2024-01-01
4966,70,114,9,6,9,2025-06-01
4967,70,157,8,2,3,2025-11-01
4968,70,157,26,12,4,2024-06-01
4969,70,157,30,17,4,2024-08-01
4970,70,157,22,17,12,2024-10-01
4971,70,157,25,24,21,2024-12-01
4972,70,157,2,5,9,2025-04-01
4973,70,157,20,6,7,2025-02-01
4974,70,157,30,17,7,2025-10-01
4975,70,157,17,16,0,2024-05-01
4976,70,157,17,11,6,2024-09-01
4977,70,157,14,23,17,2024-04-01
4978,70,187,0,10,11,2025-02-01
4979,70,187,2,9,10,2024-11-01
4980,70,187,16,12,5,2024-04-01
4981,70,187,29,7,1,2024-06-01
4982,70,187,8,4,8,2025-05-01
4983,70,187,9,23,28,2025-07-01
4984,71,144,47,20,0,2024-07-01
4985,71,144,7,6,9,2025-05-01
4986,71,144,5,7,3,2024-03-01
4987,71,144,13,15,11,2024-09-01
4988,71,144,17,5,3,2024-06-01
4989,71,144,14,12,14,2025-04-01
4990,71,144,15,4,4,2024-05-01
4991,71,144,15,7,10,2025-01-01
4992,71,144,27,16,18,2025-08-01
4993,71,162,1,25,24,2024-02-01
4994,71,162,28,8,7,2024-08-01
4995,71,162,30,12,3,2025-04-01
4996,71,162,17,14,9,2024-04-01
4997,71,162,11,9,14,2025-07-01
4998,71,162,1,14,19,2025-11-01
4999,71,162,19,12,7,2024-05-01
5000,71,162,15,8,2,2025-05-01
5001,71,162,25,9,7,2024-06-01
5002,71,162,41,24,0,2024-11-01
5003,71,162,34,22,3,2025-12-01
5004,71,162,20,6,3,2025-01-01
5005,71,121,7,22,20,2024-09-01
5006,71,121,10,13,11,2024-04-01
5007,71,121,22,10,3,2024-06-01
5008,71,121,0,3,8,2025-08-01
5009,71,121,35,17,8,2024-08-01
5010,71,121,29,5,4,2025-07-01
5011,71,121,6,5,6,2025-05-01
5012,71,121,28,24,12,2025-10-01
5013,71,121,8,13,13,2025-02-01
5014,71,121,6,5,8,2024-07-01
5015,71,121,15,23,20,2024-10-01
5016,71,121,28,12,13,2025-11-01
5017,71,136,8,20,16,2025-03-01
5018,71,136,11,3,8,2025-10-01
5019,71,136,17,12,13,2024-04-01
5020,71,136,24,17,21,2024-07-01
5021,71,136,31,19,2,2024-05-01
5022,71,136,8,24,22,2024-01-01
5023,71,136,8,9,14,2024-08-01
5024,71,136,14,14,19,2025-07-01
5025,71,136,24,9,6,2025-02-01
5026,71,185,29,24,10,2024-11-01
5027,71,185,25,14,4,2025-10-01
5028,71,185,29,3,1,2024-10-01
5029,71,185,26,4,7,2025-11-01
5030,71,185,26,23,17,2024-08-01
5031,71,185,37,12,2,2024-04-01
5032,71,185,7,24,19,2025-05-01
5033,71,185,19,19,1,2024-03-01
5034,71,145,25,7,12,2025-02-01
5035,71,145,0,5,6,2025-09-01
5036,71,145,17,16,18,2024-02-01
5037,71,145,14,14,5,2024-11-01
5038,71,145,28,23,18,2024-05-01
5039,71,145,14,14,19,2025-05-01
5040,71,145,28,9,3,2024-12-01
5041,71,145,30,15,13,2025-11-01
5042,71,122,19,3,8,2024-07-01
5043,71,122,35,22,10,2025-06-01
5044,71,122,4,9,7,2025-07-01
5045,71,122,10,13,8,2024-09-01
5046,71,122,16,17,13,2024-11-01
5047,71,122,35,20,14,2025-11-01
5048,71,122,30,20,6,2025-04-01
5049,71,135,24,12,3,2025-05-01
5050,71,135,26,10,13,2025-02-01
5051,71,135,27,23,19,2024-05-01
5052,71,135,44,17,0,2024-06-01
5053,71,135,34,14,8,2025-11-01
5054,71,135,19,22,3,2024-02-01
5055,72,137,45,18,1,2024-09-01
5056,72,137,29,4,0,2024-07-01
5057,72,137,17,12,2,2024-12-01
5058,72,137,11,21,19,2025-11-01
5059,72,137,17,7,3,2024-08-01
5060,72,137,20,4,0,2025-07-01
5061,72,137,29,24,5,2024-02-01
5062,72,137,17,21,25,2025-03-01
5063,72,140,5,10,8,2024-11-01
5064,72,140,26,13,14,2025-09-01
5065,72,140,29,9,8,2025-07-01
5066,72,140,42,20,8,2025-06-01
5067,72,140,40,21,2,2025-10-01
5068,72,140,0,4,6,2025-04-01
5069,72,140,8,21,13,2024-09-01
5070,72,140,2,7,5,2024-10-01
5071,72,140,32,11,4,2024-08-01
5072,72,140,31,23,2,2024-07-01
5073,72,143,40,25,15,2024-12-01
5074,72,143,7,16,16,2024-05-01
5075,72,143,30,9,0,2024-09-01
5076,72,143,13,21,18,2025-08-01
5077,72,143,18,7,6,2024-03-01
5078,72,143,3,19,17,2024-04-01
5079,72,143,4,2,0,2024-07-01
5080,72,143,34,21,2,2025-12-01
5081,72,154,14,2,5,2025-03-01
5082,72,154,22,22,6,2024-04-01
5083,72,154,3,9,8,2024-06-01
5084,72,154,17,21,21,2025-04-01
5085,72,154,18,14,5,2025-11-01
5086,72,154,0,2,6,2024-12-01
5087,72,154,26,17,16,2025-06-01
5088,72,154,3,4,4,2024-10-01
5089,72,154,20,3,4,2024-01-01
5090,72,154,7,11,7,2024-07-01
5091,72,154,0,7,12,2025-09-01
5092,72,123,11,11,6,2025-12-01
5093,72,123,9,4,6,2024-01-01
5094,72,123,15,2,4,2025-02-01
5095,72,123,34,21,9,2024-06-01
5096,72,123,4,8,6,2025-01-01
5097,72,123,43,23,7,2025-04-01
5098,72,123,1,8,9,2025-05-01
5099,72,123,1,12,16,2025-06-01
5100,72,123,0,7,10,2024-10-01
5101,72,123,44,25,11,2024-09-01
5102,72,135,22,2,3,2024-01-01
5103,72,135,39,23,6,2024-05-01
5104,72,135,24,13,17,2025-08-01
5105,72,135,4,12,13,2024-10-01
5106,72,135,1,15,18,2024-07-01
5107,72,135,16,12,6,2025-07-01
5108,72,135,18,11,13,2025-02-01
5109,72,135,13,9,13,2025-09-01
5110,72,173,6,13,18,2025-12-01
5111,72,173,29,19,8,2025-03-01
5112,72,173,17,8,9,2025-01-01
5113,72,173,25,13,0,2025-10-01
5114,72,173,15,3,4,2024-11-01
5115,72,173,32,8,3,2024-04-01
5116,72,173,30,10,2,2025-04-01
5117,72,130,26,8,9,2025-08-01
5118,72,130,13,5,1,2025-11-01
5119,72,130,5,2,6,2024-10-01
5120,72,130,11,23,25,2025-06-01
5121,72,130,1,3,6,2025-10-01
5122,72,130,17,3,7,2024-03-01
5123,72,130,22,20,3,2025-09-01
5124,72,130,15,7,10,2024-01-01
5125,72,130,18,2,5,2025-02-01
5126,72,130,16,8,0,2025-04-01
5127,72,130,0,3,8,2025-05-01
5128,72,130,31,22,16,2024-02-01
5129,72,115,21,23,10,2024-05-01
5130,72,115,18,15,9,2024-07-01
5131,72,115,10,11,14,2025-07-01
5132,72,115,0,3,5,2024-02-01
5133,72,115,19,3,0,2024-11-01
5134,72,115,6,14,10,2024-10-01
5135,72,115,38,25,2,2025-04-01
5136,73,126,22,5,8,2025-11-01
5137,73,126,14,6,7,2024-07-01
5138,73,126,3,3,8,2024-08-01
5139,73,126,29,22,8,2024-10-01
5140,73,126,9,5,1,2024-02-01
5141,73,126,36,16,8,2024-05-01
5142,73,126,11,10,7,2024-03-01
5143,73,126,25,6,8,2025-09-01
5144,73,126,19,21,7,2024-09-01
5145,73,126,7,20,22,2025-05-01
5146,73,129,13,12,6,2025-01-01
5147,73,129,30,22,20,2024-03-01
5148,73,129,6,5,2,2025-02-01
5149,73,129,31,23,21,2024-08-01
5150,73,129,0,3,5,2025-11-01
5151,73,129,24,5,3,2024-04-01
5152,73,129,16,12,1,2024-02-01
5153,73,109,37,23,3,2024-05-01
5154,73,109,31,21,20,2024-11-01
5155,73,109,22,6,0,2025-10-01
5156,73,109,35,14,8,2025-11-01
5157,73,109,31,24,11,2024-04-01
5158,73,109,29,13,13,2024-02-01
5159,73,109,34,17,13,2024-08-01
5160,73,109,32,17,11,2025-09-01
5161,73,109,0,6,11,2024-07-01
5162,73,110,17,6,10,2025-12-01
5163,73,110,25,14,7,2025-09-01
5164,73,110,31,9,0,2025-06-01
5165,73,110,13,13,10,2025-10-01
5166,73,110,10,5,2,2024-09-01
5167,73,110,23,6,5,2025-04-01
5168,73,110,25,21,2,2024-12-01
5169,73,171,27,10,6,2024-04-01
5170,73,171,7,19,12,2024-01-01
5171,73,171,22,12,14,2025-06-01
5172,73,171,34,20,8,2024-10-01
5173,73,171,35,17,6,2025-07-01
5174,73,171,15,18,22,2025-10-01
5175,73,171,42,20,8,2025-02-01
5176,73,171,26,9,12,2025-04-01
5177,73,171,25,8,3,2025-08-01
5178,73,171,22,8,11,2024-11-01
5179,73,171,44,22,4,2025-01-01
5180,73,171,19,15,3,2025-05-01
5181,73,160,21,11,2,2024-04-01
5182,73,160,14,21,22,2024-06-01
5183,73,160,17,6,3,2024-11-01
5184,73,160,17,23,11,2024-02-01
5185,73,160,16,18,20,2025-05-01
5186,73,160,25,25,14,2024-12-01
5187,73,160,13,23,11,2025-01-01
5188,73,160,2,5,6,2024-07-01
5189,73,160,38,21,1,2024-10-01
5190,73,160,29,20,10,2024-03-01
5191,73,160,21,4,1,2025-09-01
5192,73,160,15,23,12,2024-09-01
5193,73,104,28,19,0,2024-04-01
5194,73,104,27,5,5,2024-11-01
5195,73,104,40,18,8,2024-03-01
5196,73,104,12,23,17,2024-01-01
5197,73,104,24,10,2,2024-12-01
5198,73,104,14,19,15,2024-02-01
5199,73,104,4,19,21,2025-04-01
5200,74,114,14,5,3,2024-10-01
5201,74,114,29,12,4,2024-04-01
5202,74,114,0,3,7,2025-08-01
5203,74,114,9,15,18,2025-06-01
5204,74,114,15,16,11,2024-07-01
5205,74,114,25,25,25,2025-10-01
5206,74,114,0,6,8,2025-07-01
5207,74,114,23,10,15,2025-11-01
5208,74,114,14,14,12,2024-05-01
5209,74,114,22,4,7,2024-08-01
5210,74,114,1,4,8,2024-12-01
5211,74,122,28,9,9,2024-03-01
5212,74,122,28,2,0,2025-10-01
5213,74,122,7,3,6,2025-01-01
5214,74,122,13,5,3,2025-03-01
5215,74,122,14,24,25,2025-04-01
5216,74,122,42,24,5,2024-06-01
5217,74,122,10,9,8,2025-08-01
5218,74,177,39,21,7,2024-10-01
5219,74,177,21,13,7,2025-11-01
5220,74,177,14,9,0,2025-09-01
5221,74,177,29,19,14,2025-08-01
5222,74,177,38,11,3,2024-06-01
5223,74,177,15,20,15,2024-03-01
5224,74,177,0,16,20,2024-08-01
5225,74,147,24,3,1,2025-08-01
5226,74,147,17,3,8,2025-04-01
5227,74,147,10,10,3,2025-01-01
5228,74,147,18,21,21,2024-08-01
5229,74,147,18,3,3,2024-04-01
5230,74,147,34,21,8,2024-12-01
5231,74,116,37,15,8,2025-01-01
5232,74,116,16,12,10,2024-02-01
5233,74,116,23,13,8,2024-04-01
5234,74,116,26,23,15,2025-12-01
5235,74,116,17,15,13,2024-12-01
5236,74,116,19,3,4,2025-06-01
5237,74,116,23,21,26,2024-11-01
5238,74,116,6,7,3,2024-05-01
5239,74,155,18,18,0,2025-07-01
5240,74,155,14,18,21,2024-02-01
5241,74,155,29,24,16,2025-04-01
5242,74,155,24,7,9,2025-08-01
5243,74,155,3,5,5,2025-09-01
5244,74,155,3,23,20,2024-05-01
5245,74,155,12,4,1,2025-10-01
5246,74,155,21,23,15,2024-10-01
5247,74,155,18,9,0,2025-05-01
5248,74,155,23,14,11,2025-01-01
5249,74,155,13,17,4,2024-03-01
5250,74,171,24,12,8,2025-11-01
5251,74,171,25,23,1,2025-06-01
5252,74,171,8,13,9,2024-12-01
5253,74,171,25,17,18,2025-10-01
5254,74,171,34,18,2,2024-01-01
5255,74,171,25,5,9,2025-02-01
5256,74,171,32,9,0,2025-12-01
5257,74,171,18,7,9,2025-07-01
5258,74,171,24,19,3,2024-10-01
5259,74,171,30,22,15,2025-01-01
5260,75,135,5,6,4,2024-01-01
5261,75,135,34,19,8,2024-07-01
5262,75,135,13,7,3,2025-07-01
5263,75,135,15,11,9,2024-06-01
5264,75,135,17,22,15,2025-02-01
5265,75,135,2,16,20,2025-09-01
5266,75,135,19,12,3,2025-05-01
5267,75,135,22,24,25,2025-10-01
5268,75,127,12,18,17,2025-04-01
5269,75,127,22,4,6,2025-07-01
5270,75,127,3,6,3,2025-03-01
5271,75,127,25,4,1,2024-09-01
5272,75,127,29,19,1,2025-12-01
5273,75,127,33,15,0,2025-02-01
5274,75,127,34,23,18,2024-12-01
5275,75,127,28,6,6,2024-05-01
5276,75,127,0,7,11,2025-05-01
5277,75,127,17,20,17,2025-09-01
5278,75,121,1,13,13,2025-11-01
5279,75,121,51,23,2,2025-02-01
5280,75,121,5,5,9,2025-08-01
5281,75,121,17,8,12,2025-09-01
5282,75,121,1,8,11,2025-06-01
5283,75,121,13,6,10,2025-07-01
5284,75,121,0,15,18,2024-08-01
