service_id,customer_id,vehicle_id,dealer_id,service_date,service_type,service_cost,customer_satisfaction_score
10774,4883,140,19,2022-01-08,Warranty,18000,4
10775,3000,127,86,2022-12-22,Periodic,1141000,4
10776,3000,127,86,2024-10-16,Repair,7065000,4
10777,3000,127,86,2025-06-23,Repair,2096000,5
10778,3080,145,81,2025-07-25,Periodic,1603000,4
10779,2024,167,85,2023-02-17,Body & Paint,11483000,4
10780,1501,105,65,2022-12-02,Body & Paint,6417000,4
10781,1501,105,65,2023-09-03,Repair,6228000,4
10782,1501,105,65,2022-05-25,Repair,6126000,5
10783,5296,161,28,2025-03-14,Periodic,813000,5
10784,5296,161,28,2025-07-23,Periodic,1438000,4
10785,3489,134,29,2025-04-09,Periodic,1532000,5
10786,3489,134,29,2023-12-24,Periodic,609000,4
10787,1178,133,104,2025-01-22,Repair,1761000,5
10788,4396,116,83,2022-01-18,Body & Paint,5586000,4
10789,4396,116,83,2022-12-27,Periodic,904000,4
10790,1023,159,106,2023-06-21,Warranty,284000,5
10791,1023,159,106,2022-06-10,Body & Paint,3919000,2
10792,4451,163,59,2024-02-15,Body & Paint,7878000,5
10793,2211,133,96,2024-11-20,Periodic,1749000,3
10794,3307,106,14,2025-05-28,Repair,6628000,4
10795,5009,143,38,2024-11-29,Repair,6237000,4
10796,2537,103,28,2022-10-02,Periodic,610000,4
10797,2537,103,28,2023-11-23,Periodic,628000,5
10798,2537,103,28,2023-05-15,Periodic,1599000,4
10799,2838,156,77,2023-04-18,Repair,2744000,5
10800,4960,112,56,2023-10-30,Body & Paint,2889000,5
10801,4960,112,56,2025-09-18,Warranty,103000,5
10802,5122,101,21,2023-09-11,Warranty,176000,2
10803,5122,101,21,2025-06-10,Repair,5414000,4
10804,4832,127,75,2022-04-26,Periodic,1288000,2
10805,4832,127,75,2023-10-31,Repair,6827000,5
10806,4832,127,75,2021-04-25,Periodic,1665000,5
10807,3321,115,65,2025-12-15,Periodic,1952000,4
10808,3321,115,65,2025-11-10,Periodic,1058000,5
10809,4683,110,1,2025-09-17,Repair,2836000,5
10810,2179,102,85,2025-12-28,Repair,5032000,4
10811,4812,126,44,2024-07-13,Repair,5835000,4
10812,4794,104,34,2025-11-02,Repair,7944000,4
10813,4794,104,34,2025-08-14,Repair,7386000,5
10814,1151,108,60,2022-11-15,Periodic,1926000,3
10815,1151,108,60,2024-01-27,Periodic,1056000,5
10816,1151,108,60,2022-12-08,Warranty,261000,4
10817,3413,106,112,2024-08-06,Repair,6198000,1
10818,3413,106,112,2024-08-15,Repair,4674000,4
10819,3413,106,112,2024-05-25,Periodic,909000,4
10820,3487,126,98,2023-09-30,Periodic,1893000,4
10821,3487,126,98,2024-02-04,Repair,2537000,5
10822,4537,176,84,2024-11-25,Repair,7732000,4
10823,4537,176,84,2024-06-23,Warranty,143000,4
10824,4537,176,84,2024-02-04,Periodic,1392000,4
10825,1364,116,55,2024-07-24,Periodic,922000,4
10826,4592,104,15,2022-12-15,Periodic,868000,5
10827,4592,104,15,2023-03-15,Repair,1506000,5
10828,2988,111,31,2024-03-22,Periodic,1937000,5
10829,2584,166,3,2025-07-18,Periodic,1264000,5
10830,3596,125,33,2024-08-30,Periodic,890000,4
10831,3596,125,33,2025-02-21,Repair,1625000,5
10832,5320,130,67,2022-05-01,Warranty,67000,4
10833,5320,130,67,2022-10-10,Periodic,775000,4
10834,5320,130,67,2023-05-05,Warranty,465000,5
10835,2574,181,96,2024-07-01,Repair,5001000,5
10836,2574,181,96,2025-09-18,Warranty,202000,4
10837,2574,181,96,2025-12-01,Warranty,123000,4
10838,3286,107,108,2025-07-10,Periodic,1148000,5
10839,1725,161,92,2023-04-18,Periodic,1068000,4
10840,3215,101,98,2024-03-12,Periodic,983000,3
10841,1014,129,13,2024-03-28,Body & Paint,10837000,2
10842,3123,157,24,2025-07-18,Periodic,1060000,3
10843,3819,119,23,2025-12-14,Repair,1695000,4
10844,2436,116,5,2025-07-13,Periodic,708000,3
10845,3012,102,95,2024-11-21,Periodic,2061000,3
10846,4237,129,108,2024-09-26,Periodic,1174000,5
10847,4405,111,70,2023-12-28,Repair,2306000,3
10848,2702,112,85,2024-01-23,Warranty,189000,4
10849,4492,174,113,2024-08-30,Periodic,756000,4
10850,4492,174,113,2024-04-29,Warranty,258000,4
10851,2676,101,46,2022-01-30,Body & Paint,5901000,4
10852,2676,101,46,2022-05-16,Repair,6105000,5
10853,2676,101,46,2023-05-26,Repair,4559000,2
10854,1944,121,77,2025-05-24,Warranty,36000,5
10855,5029,109,101,2024-02-21,Periodic,1451000,5
10856,5029,109,101,2023-06-14,Periodic,1633000,5
10857,4831,140,2,2023-07-22,Periodic,1077000,3
10858,4831,140,2,2023-01-25,Periodic,950000,4
10859,4694,142,45,2021-06-21,Periodic,710000,4
10860,1126,163,101,2023-03-27,Body & Paint,2440000,5
10861,3465,119,70,2024-10-12,Periodic,1262000,3
10862,2400,109,66,2022-05-15,Periodic,874000,1
10863,2400,109,66,2024-08-04,Repair,3985000,5
10864,2400,109,66,2023-05-29,Periodic,1208000,3
10865,3416,158,18,2025-10-28,Periodic,1671000,5
10866,4608,106,35,2025-09-29,Periodic,812000,4
10867,3878,127,12,2025-04-29,Repair,6330000,5
10868,3878,127,12,2024-07-22,Body & Paint,5105000,4
10869,4606,129,112,2023-07-04,Periodic,1420000,5
10870,4108,101,24,2023-09-29,Body & Paint,3214000,3
10871,4108,101,24,2023-05-04,Periodic,1927000,3
10872,4108,101,24,2025-05-15,Warranty,483000,5
10873,2148,176,73,2025-07-12,Repair,3437000,5
10874,2148,176,73,2025-10-03,Body & Paint,4826000,3
10875,4580,122,61,2022-12-25,Warranty,474000,4
10876,4580,122,61,2025-01-27,Repair,2620000,5
10877,3114,131,57,2024-11-14,Periodic,2092000,4
10878,3925,147,86,2025-02-13,Periodic,1452000,4
10879,3925,147,86,2024-07-13,Repair,5418000,5
10880,3925,147,86,2024-07-08,Periodic,1794000,4
10881,1309,114,25,2023-11-06,Repair,3308000,5
10882,1309,114,25,2024-11-01,Periodic,1531000,5
10883,1309,114,25,2024-01-19,Periodic,1256000,4
10884,4335,128,25,2024-10-08,Periodic,946000,5
10885,1109,121,111,2025-10-25,Periodic,1399000,5
10886,1109,121,111,2025-06-15,Periodic,2141000,5
10887,2430,106,52,2025-11-29,Body & Paint,8673000,4
10888,1084,110,73,2025-05-16,Periodic,1186000,4
10889,4798,124,53,2025-01-19,Repair,2096000,5
10890,2411,101,11,2024-02-05,Periodic,1396000,3
10891,1584,122,5,2024-06-17,Periodic,1912000,5
10892,4769,124,19,2025-11-24,Repair,2213000,4
10893,4430,138,84,2023-07-22,Periodic,767000,3
10894,4430,138,84,2024-07-21,Repair,1974000,4
10895,1644,161,20,2025-04-18,Periodic,696000,4
10896,3328,116,5,2024-05-08,Periodic,1383000,2
10897,1917,112,107,2025-10-12,Warranty,422000,5
10898,1314,116,89,2022-02-23,Periodic,1235000,4
10899,1314,116,89,2021-12-18,Body & Paint,8613000,3
10900,2833,107,9,2023-03-28,Periodic,794000,2
10901,2833,107,9,2025-09-10,Periodic,1973000,4
10902,1492,134,19,2023-06-08,Warranty,234000,4
10903,1492,134,19,2024-10-22,Body & Paint,10520000,4
10904,1492,134,19,2024-09-08,Periodic,1095000,5
10905,5040,116,114,2022-09-21,Periodic,2153000,4
10906,5040,116,114,2023-04-19,Repair,7711000,5
10907,4850,109,34,2023-10-14,Periodic,1575000,5
10908,5112,129,20,2022-05-19,Warranty,457000,5
10909,5112,129,20,2022-09-01,Periodic,1232000,4
10910,5112,129,20,2022-09-12,Periodic,999000,5
10911,4174,111,117,2025-03-10,Periodic,1777000,3
10912,4174,111,117,2025-10-19,Repair,5714000,4
10913,2247,115,21,2025-01-06,Repair,6301000,4
10914,2247,115,21,2023-09-13,Periodic,1565000,4
10915,2247,115,21,2023-09-18,Warranty,470000,4
10916,4763,115,4,2023-07-04,Repair,5579000,5
10917,4763,115,4,2022-11-27,Repair,4583000,5
10918,2924,104,114,2024-06-20,Repair,6283000,3
10919,2924,104,114,2025-05-19,Periodic,1349000,5
10920,3875,110,11,2024-09-09,Repair,2921000,5
10921,3875,110,11,2024-05-29,Periodic,2130000,4
10922,1906,117,5,2025-10-16,Repair,6259000,4
10923,1156,126,72,2024-10-19,Repair,1681000,3
10924,3320,119,64,2024-08-12,Periodic,1819000,4
10925,3320,119,64,2025-07-12,Warranty,145000,5
10926,3320,119,64,2024-07-21,Periodic,1244000,5
10927,4756,107,77,2025-10-12,Periodic,1726000,4
10928,3573,139,46,2023-06-29,Periodic,1286000,2
10929,3573,139,46,2024-01-12,Repair,4750000,3
10930,3873,127,4,2025-09-29,Warranty,295000,5
10931,3873,127,4,2024-11-06,Periodic,873000,5
10932,3873,127,4,2022-12-30,Repair,3785000,2
10933,1310,106,97,2025-04-09,Periodic,1900000,4
10934,5049,115,91,2025-11-08,Periodic,725000,3
10935,5049,115,91,2025-01-10,Periodic,2080000,4
10936,2307,116,6,2025-11-24,Periodic,663000,5
10937,4937,114,22,2025-01-08,Periodic,1633000,5
10938,2282,110,3,2022-01-18,Periodic,619000,4
10939,2282,110,3,2024-12-13,Periodic,1950000,5
10940,5417,108,3,2024-12-21,Periodic,756000,4
10941,5417,108,3,2024-05-24,Periodic,933000,5
10942,5447,110,16,2025-05-05,Repair,7034000,3
10943,3011,141,94,2022-04-01,Repair,5992000,5
10944,3323,106,32,2025-07-12,Body & Paint,3485000,4
10945,3462,103,63,2021-10-13,Repair,1573000,4
10946,4842,169,119,2025-06-16,Periodic,1854000,3
10947,3140,103,113,2024-11-04,Repair,5211000,2
10948,5292,114,120,2023-02-16,Warranty,202000,4
10949,2429,152,16,2024-03-17,Repair,1971000,5
10950,3982,126,113,2022-01-20,Repair,4633000,5
10951,5259,133,41,2023-07-27,Periodic,1197000,4
10952,5259,133,41,2022-04-27,Repair,5318000,3
10953,5259,133,41,2024-11-08,Periodic,948000,4
10954,3486,125,90,2025-11-29,Periodic,811000,3
10955,3486,125,90,2025-07-05,Periodic,2047000,4
10956,3486,125,90,2024-04-28,Periodic,1555000,5
10957,3069,130,63,2024-06-27,Repair,7567000,5
10958,3069,130,63,2023-09-08,Repair,5861000,5
10959,3069,130,63,2024-10-28,Periodic,1168000,3
10960,1515,115,80,2024-03-23,Repair,3140000,2
10961,1515,115,80,2021-08-25,Repair,1731000,5
10962,3175,127,113,2022-11-30,Periodic,1361000,3
10963,3175,127,113,2023-03-15,Periodic,1288000,3
10964,3696,125,43,2021-08-30,Periodic,1172000,4
10965,3696,125,43,2021-06-29,Warranty,315000,5
10966,2405,105,115,2024-01-02,Repair,6473000,4
10967,2405,105,115,2025-07-04,Repair,6810000,4
10968,5436,112,118,2023-03-01,Periodic,1793000,5
10969,5436,112,118,2020-10-30,Periodic,1632000,3
10970,5436,112,118,2023-07-29,Body & Paint,6341000,2
10971,2075,101,91,2024-06-01,Periodic,1543000,1
10972,3354,130,18,2024-08-16,Body & Paint,8980000,5
10973,3354,130,18,2025-08-06,Periodic,2142000,5
10974,3075,124,101,2024-04-16,Repair,1582000,2
10975,3075,124,101,2024-10-04,Periodic,1776000,5
10976,3075,124,101,2022-06-06,Periodic,1003000,5
10977,5480,138,96,2025-07-14,Body & Paint,4260000,5
10978,2546,131,114,2024-08-22,Periodic,888000,5
10979,2546,131,114,2023-12-16,Periodic,1644000,2
10980,2546,131,114,2025-08-23,Periodic,655000,4
10981,2479,108,22,2021-03-22,Warranty,415000,4
10982,2479,108,22,2022-03-20,Periodic,2167000,5
10983,2479,108,22,2022-03-20,Repair,5208000,4
10984,3784,101,111,2024-07-10,Periodic,1580000,4
10985,3784,101,111,2025-01-19,Periodic,1237000,5
10986,3784,101,111,2023-02-02,Repair,3512000,5
10987,4397,151,57,2023-06-17,Body & Paint,11737000,5
10988,4397,151,57,2024-03-29,Periodic,1423000,5
10989,4397,151,57,2023-07-19,Periodic,1068000,2
10990,1621,126,84,2023-05-29,Periodic,2004000,5
10991,3794,140,83,2025-04-30,Periodic,1632000,5
10992,1263,123,11,2022-04-16,Repair,4358000,3
10993,1263,123,11,2022-11-03,Periodic,1397000,5
10994,1263,123,11,2022-06-21,Periodic,877000,4
10995,1357,103,11,2022-09-07,Warranty,44000,4
10996,1357,103,11,2022-01-08,Repair,5726000,4
10997,4596,122,91,2024-02-23,Warranty,112000,2
10998,4596,122,91,2023-07-24,Repair,6351000,2
10999,4484,102,23,2023-08-26,Periodic,1713000,5
11000,4484,102,23,2022-02-15,Repair,1978000,5
11001,3243,133,69,2024-08-01,Periodic,1148000,2
11002,3243,133,69,2025-03-09,Periodic,1650000,5
11003,3243,133,69,2024-05-15,Repair,4644000,2
11004,1742,128,60,2022-01-14,Periodic,1695000,5
11005,1742,128,60,2023-12-02,Periodic,1224000,2
11006,1742,128,60,2022-02-04,Warranty,194000,5
11007,5449,114,97,2023-11-21,Periodic,1773000,4
11008,4381,162,100,2025-02-19,Periodic,1623000,5
11009,1239,104,46,2022-07-23,Periodic,1646000,5
11010,5329,166,9,2022-05-03,Periodic,1659000,4
11011,2959,132,113,2024-05-14,Periodic,877000,5
11012,5482,127,79,2023-02-18,Body & Paint,11249000,4
11013,5482,127,79,2023-05-17,Repair,5757000,1
11014,4133,163,54,2025-04-20,Repair,3778000,5
11015,4704,118,81,2024-02-01,Periodic,1364000,4
11016,4704,118,81,2024-03-05,Warranty,358000,2
11017,3799,112,21,2025-12-14,Repair,4999000,5
11018,1396,127,117,2025-06-28,Repair,3029000,4
11019,2072,116,63,2025-05-01,Periodic,1664000,5
11020,3056,103,43,2025-02-11,Periodic,2174000,3
11021,3056,103,43,2025-09-01,Periodic,2189000,4
11022,1207,112,7,2023-11-26,Repair,7304000,3
11023,1207,112,7,2023-11-24,Periodic,1863000,4
11024,3864,142,81,2024-12-04,Repair,2050000,5
11025,3864,142,81,2024-09-12,Periodic,1543000,5
11026,3658,121,118,2025-01-31,Repair,7940000,4
11027,5105,105,93,2024-11-04,Periodic,1555000,5
11028,5105,105,93,2025-02-22,Periodic,1056000,2
11029,1762,110,36,2025-10-11,Periodic,1344000,3
11030,4963,177,29,2022-12-03,Repair,5280000,4
11031,4963,177,29,2022-08-09,Periodic,1505000,5
11032,5132,134,2,2022-08-11,Warranty,338000,5
11033,5132,134,2,2022-12-12,Repair,3690000,5
11034,2919,111,72,2025-08-27,Periodic,879000,3
11035,4277,108,29,2024-01-25,Periodic,805000,4
11036,3502,121,58,2025-03-08,Periodic,1567000,5
11037,3502,121,58,2024-01-03,Periodic,1395000,5
11038,3502,121,58,2023-07-18,Body & Paint,8823000,4
11039,5275,122,113,2024-12-27,Body & Paint,9171000,5
11040,5275,122,113,2025-12-04,Periodic,1669000,2
11041,2632,110,1,2025-09-12,Periodic,1594000,5
11042,2012,120,51,2024-04-20,Warranty,384000,3
11043,3895,124,96,2024-10-05,Repair,5889000,4
11044,2575,115,34,2025-07-11,Periodic,1455000,5
11045,2813,119,26,2024-11-26,Warranty,238000,4
11046,3093,140,17,2025-02-14,Periodic,809000,5
11047,3093,140,17,2023-06-29,Periodic,1522000,4
11048,2065,103,8,2025-12-21,Repair,3411000,4
11049,1161,133,73,2024-06-04,Repair,6796000,4
11050,1246,103,67,2023-11-16,Warranty,197000,5
11051,1246,103,67,2025-11-29,Periodic,1949000,4
11052,3040,117,32,2025-01-09,Repair,7296000,5
11053,3040,117,32,2024-11-20,Periodic,1429000,2
11054,2326,102,115,2025-06-07,Warranty,408000,2
11055,2642,121,77,2024-05-03,Periodic,994000,4
11056,2642,121,77,2025-05-15,Repair,2870000,4
11057,1890,173,112,2024-08-27,Periodic,695000,4
11058,4798,110,71,2021-12-23,Periodic,1259000,5
11059,3994,106,94,2025-09-19,Periodic,2084000,3
11060,3994,106,94,2023-09-04,Warranty,66000,5
11061,3994,106,94,2022-12-29,Repair,3320000,4
11062,1160,139,4,2024-12-18,Periodic,1293000,3
11063,1160,139,4,2024-06-13,Periodic,770000,2
11064,1160,139,4,2025-01-31,Periodic,852000,1
11065,1847,113,60,2024-12-24,Periodic,1997000,5
11066,2285,162,18,2022-05-06,Warranty,115000,4
11067,1285,134,101,2025-05-24,Warranty,162000,1
11068,2421,115,27,2025-02-11,Repair,5741000,4
11069,2273,136,54,2022-05-12,Periodic,1843000,5
11070,2273,136,54,2022-12-24,Periodic,1712000,5
11071,2273,136,54,2022-09-07,Warranty,56000,5
11072,3495,112,40,2022-08-12,Warranty,269000,1
11073,3495,112,40,2023-12-25,Repair,2296000,2
11074,5149,124,120,2024-12-03,Periodic,1989000,3
11075,2569,112,19,2024-03-04,Periodic,1731000,4
11076,2569,112,19,2025-05-06,Warranty,147000,3
11077,2039,134,35,2023-04-18,Repair,7738000,3
11078,2039,134,35,2024-01-11,Periodic,935000,4
11079,2337,127,89,2025-11-26,Body & Paint,9871000,2
11080,4504,127,89,2025-10-21,Periodic,720000,4
11081,3357,106,91,2024-09-22,Warranty,305000,5
11082,3135,106,108,2022-08-03,Repair,1978000,4
11083,3135,106,108,2024-04-22,Repair,5058000,5
11084,3135,106,108,2023-02-16,Periodic,1475000,4
11085,2962,109,48,2024-11-08,Periodic,1794000,5
11086,3603,106,84,2024-09-14,Body & Paint,10663000,5
11087,1969,130,58,2025-12-30,Repair,4913000,4
11088,2420,108,87,2025-06-27,Periodic,1065000,4
11089,2062,108,62,2022-03-05,Periodic,621000,3
11090,3346,121,13,2022-02-20,Warranty,173000,5
11091,3231,179,8,2022-02-10,Warranty,492000,5
11092,2879,125,24,2023-07-03,Repair,4704000,5
11093,2879,125,24,2023-12-30,Periodic,1550000,5
11094,2879,125,24,2023-06-09,Periodic,1313000,5
11095,2038,128,92,2025-05-17,Periodic,1002000,4
11096,4058,168,45,2024-01-02,Periodic,703000,5
11097,4058,168,45,2022-04-15,Warranty,356000,4
11098,1893,105,66,2025-09-12,Periodic,1776000,5
11099,1893,105,66,2023-03-24,Periodic,2181000,4
11100,1893,105,66,2024-01-13,Repair,6007000,3
11101,4943,115,54,2025-04-21,Warranty,395000,2
11102,4933,164,35,2025-10-01,Periodic,1795000,4
11103,4933,164,35,2023-09-24,Periodic,869000,5
11104,1186,148,1,2022-09-18,Periodic,1503000,3
11105,3570,132,73,2025-05-09,Periodic,2185000,4
11106,3570,132,73,2025-01-16,Repair,2107000,4
11107,5201,140,31,2023-02-03,Periodic,782000,5
11108,5201,140,31,2023-01-10,Periodic,700000,5
11109,5201,140,31,2022-06-19,Repair,4932000,5
11110,3248,145,20,2024-06-08,Periodic,1944000,4
11111,3248,145,20,2023-11-21,Periodic,987000,5
11112,3248,145,20,2022-05-10,Periodic,2132000,4
11113,3317,123,62,2025-02-22,Periodic,1342000,4
11114,2150,107,102,2024-04-22,Repair,3683000,4
11115,1086,109,3,2024-10-29,Periodic,1163000,3
11116,3619,112,66,2025-11-16,Periodic,1399000,5
11117,3619,112,66,2024-11-13,Periodic,668000,5
11118,3619,112,66,2025-11-08,Body & Paint,8430000,2
11119,3060,119,74,2024-10-27,Repair,1851000,4
11120,3060,119,74,2023-09-11,Warranty,339000,3
11121,3060,119,74,2025-09-12,Periodic,1561000,2
11122,4985,140,90,2024-04-12,Periodic,1871000,4
11123,4985,140,90,2024-08-28,Periodic,2200000,5
11124,3787,132,3,2024-08-31,Periodic,1037000,5
11125,3787,132,3,2022-11-10,Periodic,1565000,5
11126,3801,142,116,2023-03-04,Periodic,2118000,3
11127,3801,142,116,2024-05-13,Periodic,1739000,5
11128,3801,142,116,2023-02-25,Periodic,1672000,5
11129,2135,114,81,2025-03-28,Repair,4264000,5
11130,2216,114,83,2024-07-04,Periodic,1255000,5
11131,2216,114,83,2025-05-30,Periodic,1722000,5
11132,2187,106,62,2024-12-31,Repair,7247000,4
11133,3988,145,4,2024-08-25,Periodic,1994000,4
11134,3988,145,4,2025-04-29,Periodic,1060000,5
11135,4537,139,76,2021-05-27,Periodic,694000,5
11136,4537,139,76,2023-01-09,Periodic,1687000,4
11137,4537,139,76,2024-07-09,Periodic,974000,5
11138,4249,124,73,2024-01-17,Periodic,637000,2
11139,4249,124,73,2025-01-08,Periodic,1320000,4
11140,4835,103,85,2025-09-15,Body & Paint,6400000,4
11141,1711,106,14,2024-12-08,Periodic,643000,4
11142,5145,108,120,2023-12-18,Periodic,1321000,5
11143,5145,108,120,2024-12-16,Periodic,906000,2
11144,5145,108,120,2023-11-12,Periodic,1388000,5
11145,4576,110,109,2023-06-17,Repair,6355000,2
11146,4576,110,109,2025-12-14,Repair,4585000,5
11147,4576,110,109,2024-03-31,Periodic,1083000,5
11148,2012,111,43,2023-01-04,Periodic,858000,5
11149,1455,142,48,2024-01-03,Periodic,1200000,5
11150,2721,113,96,2022-01-18,Periodic,2016000,4
11151,2721,113,96,2021-09-17,Periodic,2090000,5
11152,4046,135,71,2025-10-10,Periodic,2031000,4
11153,4524,133,88,2025-03-31,Warranty,71000,5
11154,4524,133,88,2023-12-21,Repair,5549000,4
11155,4524,133,88,2023-10-13,Periodic,1872000,4
11156,1978,156,4,2023-05-02,Repair,5660000,3
11157,1978,156,4,2024-02-15,Warranty,120000,5
11158,3615,129,81,2025-05-14,Warranty,202000,5
11159,3615,129,81,2025-08-28,Periodic,1721000,5
11160,4985,110,12,2024-11-11,Repair,3938000,4
11161,4985,110,12,2025-11-27,Periodic,1267000,4
11162,1161,106,47,2025-06-06,Periodic,2179000,5
11163,2230,130,17,2021-09-21,Repair,4495000,4
11164,2230,130,17,2021-04-16,Repair,3098000,4
11165,4155,103,17,2024-03-21,Repair,4546000,4
11166,4155,103,17,2023-08-30,Periodic,1527000,5
11167,1878,145,87,2023-02-13,Body & Paint,3175000,4
11168,5213,143,116,2024-01-03,Repair,7994000,5
11169,5213,143,116,2022-08-07,Periodic,2021000,4
11170,4897,109,11,2024-06-13,Repair,5504000,5
11171,4718,123,23,2023-03-27,Periodic,1416000,4
11172,3295,102,63,2024-11-07,Periodic,1995000,5
11173,2169,108,9,2025-07-22,Repair,6041000,5
11174,2169,108,9,2024-03-18,Repair,6647000,5
11175,2169,108,9,2023-10-03,Body & Paint,6444000,5
11176,3039,127,97,2024-01-06,Repair,2698000,4
11177,2080,144,110,2022-09-16,Warranty,393000,5
11178,2080,144,110,2022-09-05,Body & Paint,4618000,1
11179,4232,104,116,2021-04-22,Periodic,1547000,2
11180,4501,105,108,2023-12-16,Repair,4287000,3
11181,3381,129,67,2025-03-13,Repair,1635000,4
11182,3381,129,67,2023-09-29,Repair,3567000,3
11183,2183,145,65,2024-05-17,Periodic,2015000,4
11184,2329,113,6,2024-07-19,Periodic,2151000,5
11185,2329,113,6,2024-09-11,Periodic,1532000,4
11186,2329,113,6,2025-06-01,Warranty,294000,5
11187,4435,119,50,2025-03-01,Body & Paint,7413000,5
11188,4435,119,50,2025-06-22,Repair,2024000,5
11189,4435,119,50,2023-02-08,Periodic,705000,5
11190,3527,107,47,2025-08-19,Periodic,1459000,5
11191,3431,115,111,2022-07-07,Body & Paint,9929000,5
11192,4681,107,20,2023-08-12,Warranty,90000,5
11193,1784,111,58,2023-12-09,Periodic,2033000,5
11194,1784,111,58,2025-12-30,Periodic,1279000,5
11195,4312,139,100,2025-04-20,Repair,7716000,5
11196,3199,128,34,2025-10-25,Periodic,755000,4
11197,3199,128,34,2025-05-12,Periodic,619000,5
11198,4364,126,24,2023-08-21,Periodic,1333000,5
11199,3508,157,29,2021-05-15,Periodic,1817000,3
11200,3508,157,29,2021-05-25,Warranty,359000,4
11201,3087,125,93,2025-02-24,Repair,5625000,4
11202,3087,125,93,2025-09-10,Periodic,1907000,5
11203,2037,123,80,2023-04-17,Periodic,1860000,5
11204,2037,123,80,2023-07-27,Periodic,1085000,2
11205,2037,123,80,2023-02-13,Repair,6201000,4
11206,5327,101,63,2025-08-21,Body & Paint,2767000,3
11207,4425,120,90,2022-02-25,Periodic,1594000,5
11208,4425,120,90,2023-07-28,Warranty,52000,4
11209,4900,112,14,2025-06-15,Periodic,1597000,4
11210,3329,122,64,2025-06-18,Periodic,1011000,4
11211,2224,134,34,2025-06-08,Periodic,920000,5
11212,2074,145,79,2024-09-06,Body & Paint,9624000,5
11213,2074,145,79,2023-11-28,Repair,4051000,5
11214,1388,114,91,2023-09-13,Periodic,622000,3
11215,1388,114,91,2024-03-01,Periodic,1141000,4
11216,1388,114,91,2025-08-14,Repair,4619000,4
11217,4672,141,47,2023-04-08,Warranty,418000,4
11218,4672,141,47,2021-09-29,Periodic,1887000,4
11219,5486,112,59,2025-11-23,Periodic,1062000,3
11220,5486,112,59,2024-09-30,Body & Paint,11203000,5
11221,1479,110,36,2025-10-02,Repair,7270000,4
11222,3972,132,15,2025-07-28,Periodic,1094000,3
11223,4522,142,47,2025-03-30,Periodic,757000,3
11224,4902,115,90,2025-07-27,Periodic,1919000,5
11225,4902,115,90,2025-11-24,Warranty,111000,5
11226,5226,147,11,2024-09-23,Body & Paint,5667000,4
11227,2256,105,49,2025-11-09,Periodic,1020000,5
11228,4471,122,35,2023-06-28,Periodic,659000,4
11229,5453,128,90,2024-01-18,Periodic,1277000,4
11230,5453,128,90,2024-01-23,Periodic,994000,4
11231,2475,170,111,2024-05-10,Periodic,1374000,5
11232,1672,186,18,2021-04-16,Periodic,1464000,4
11233,2037,106,20,2023-02-23,Periodic,896000,5
11234,2037,106,20,2025-01-19,Periodic,2140000,5
11235,4241,103,120,2025-09-06,Periodic,1612000,5
11236,1999,115,94,2022-08-02,Periodic,1868000,5
11237,1999,115,94,2024-02-12,Periodic,1614000,5
11238,1999,115,94,2023-03-14,Repair,4404000,5
11239,2644,182,62,2025-06-23,Repair,3464000,4
11240,5458,118,117,2024-01-16,Periodic,1037000,4
11241,5458,118,117,2024-02-01,Periodic,2090000,5
11242,5458,118,117,2023-11-04,Periodic,1346000,5
11243,5262,108,101,2023-12-20,Repair,7285000,5
11244,5262,108,101,2023-12-07,Body & Paint,11940000,3
11245,3099,136,26,2021-11-24,Periodic,1648000,4
11246,3099,136,26,2021-10-24,Body & Paint,4702000,5
11247,3099,136,26,2021-10-03,Periodic,735000,3
11248,4962,119,113,2025-12-05,Periodic,1102000,5
11249,4507,139,45,2023-03-23,Periodic,1540000,3
11250,4507,139,45,2024-11-07,Repair,3507000,5
11251,3008,132,47,2022-10-01,Periodic,1208000,4
11252,1720,107,42,2020-10-01,Warranty,443000,4
11253,2443,101,63,2022-05-31,Repair,6165000,4
11254,2443,101,63,2024-02-18,Periodic,1366000,3
11255,2443,101,63,2021-02-22,Repair,7268000,5
11256,2361,111,75,2024-06-29,Warranty,421000,5
11257,1212,122,98,2024-07-04,Periodic,1508000,5
11258,3379,109,59,2024-07-12,Periodic,1160000,5
11259,3379,109,59,2023-10-01,Periodic,1692000,4
11260,3199,110,7,2024-04-12,Periodic,1011000,2
11261,4864,147,96,2024-11-22,Periodic,788000,4
11262,4864,147,96,2024-02-07,Warranty,76000,5
11263,4864,147,96,2023-08-17,Repair,5530000,4
11264,3278,138,22,2024-06-25,Periodic,1608000,4
11265,3791,125,94,2023-09-19,Repair,1822000,1
11266,2983,115,119,2025-07-15,Repair,2462000,5
11267,2983,115,119,2024-11-10,Body & Paint,8071000,5
11268,2138,107,81,2025-12-25,Body & Paint,8727000,1
11269,2026,106,96,2024-10-17,Periodic,777000,5
11270,1663,114,46,2024-08-06,Repair,4799000,4
11271,3019,118,95,2024-07-14,Repair,4579000,2
11272,2885,132,68,2023-08-23,Body & Paint,11956000,5
11273,2477,145,76,2022-05-26,Warranty,327000,3
11274,2477,145,76,2024-01-14,Periodic,1625000,3
11275,4688,121,82,2024-08-26,Periodic,1108000,2
11276,3285,148,44,2025-09-24,Warranty,262000,4
11277,2142,115,8,2025-06-15,Body & Paint,2276000,4
