financing_id,transaction_id,financing_company,down_payment,loan_amount,tenor_months,interest_rate,installment_amount
12117,504708,Maybank Finance,97100000,349120000,12,3.67,30161000
12118,504710,BFI Finance,201800000,612718000,36,6.35,20262000
12119,504711,Adira Finance,266200000,568853000,12,6.59,50528000
12120,504712,Maybank Finance,63100000,192311000,12,7.52,17231000
12121,504714,Adira Finance,219700000,608249000,24,5.65,28207000
12122,504715,Adira Finance,113700000,387798000,24,6.87,18378000
12123,504717,Astra Credit,93200000,213382000,12,5.52,18763000
12124,504719,Adira Finance,171900000,612648000,24,7.62,29417000
12125,504720,Mandiri Tunas Finance,203100000,525504000,36,8.03,18113000
12126,504721,BFI Finance,66000000,257010000,12,4.73,22430000
12127,504722,Mandiri Tunas Finance,212900000,501718000,24,9.47,24864000
12128,504724,Mandiri Tunas Finance,98700000,352626000,24,5.37,16270000
12129,504726,BFI Finance,108500000,213955000,12,8.64,19370000
12130,504727,FIFGROUP,582400000,1994798000,48,8.07,54973000
12131,504730,Mandiri Tunas Finance,56700000,180951000,24,9.39,8955000
12132,504733,Astra Credit,197400000,440961000,24,3.58,19688000
12133,504734,Adira Finance,60200000,160357000,60,6.69,3566000
12134,504741,Mandiri Tunas Finance,60600000,192813000,48,5.33,4873000
12135,504742,Astra Credit,111300000,264324000,24,8.05,12786000
12136,504743,Astra Credit,206900000,486850000,24,8.86,23879000
12137,504744,Adira Finance,114800000,265264000,60,3.58,5212000
12138,504746,FIFGROUP,95300000,206287000,12,3.58,17806000
12139,504747,BCA Finance,107300000,220261000,24,5.05,10104000
12140,504749,FIFGROUP,237100000,582746000,48,9.44,16724000
12141,504750,Mandiri Tunas Finance,207200000,646057000,24,6.70,30526000
12142,504752,BFI Finance,67700000,246652000,12,3.74,21323000
12143,504753,BFI Finance,221700000,589266000,12,6.18,52140000
12144,504754,Maybank Finance,106500000,299427000,12,4.62,26105000
12145,504756,Maybank Finance,142700000,473017000,24,6.85,22409000
12146,504761,Astra Credit,128700000,354261000,36,4.87,11278000
12147,504763,Mandiri Tunas Finance,176000000,634078000,36,9.41,22585000
12148,504765,Maybank Finance,86200000,185972000,48,8.03,5118000
12149,504766,Adira Finance,57300000,165921000,24,5.83,7719000
12150,504769,Astra Credit,175900000,434156000,12,5.03,37999000
12151,504773,Adira Finance,241500000,457245000,60,4.51,9339000
12152,504775,Adira Finance,79800000,179274000,36,9.20,6354000
12153,504779,Adira Finance,180500000,659770000,36,7.26,22318000
12154,504780,Mandiri Tunas Finance,187000000,407516000,36,7.30,13798000
12155,504782,Adira Finance,98800000,255845000,24,6.55,12056000
12156,504784,Maybank Finance,81600000,230865000,24,5.96,10766000
12157,504785,Maybank Finance,74000000,182077000,24,9.39,9011000
12158,504786,Mandiri Tunas Finance,96000000,193044000,48,4.80,4793000
12159,504787,BCA Finance,100700000,239626000,12,4.22,20811000
12160,504788,Mandiri Tunas Finance,174700000,552128000,24,8.70,27008000
12161,504789,Astra Credit,190200000,619878000,12,3.66,53547000
12162,504791,Adira Finance,58500000,185700000,24,6.00,8666000
12163,504793,Maybank Finance,65100000,202965000,48,6.09,5258000
12164,504794,FIFGROUP,208600000,392576000,48,8.04,10808000
12165,504795,Astra Credit,184500000,473841000,60,3.61,9322000
12166,504797,Astra Credit,192300000,503337000,48,6.32,13137000
12167,504799,FIFGROUP,106000000,322349000,12,6.21,28530000
12168,504800,BCA Finance,107300000,324934000,48,4.43,7969000
12169,504802,Maybank Finance,104600000,194545000,48,9.38,5573000
12170,504803,Adira Finance,68400000,222420000,48,4.47,5462000
12171,504804,Maybank Finance,190900000,629612000,36,7.59,21471000
12172,504805,BFI Finance,159900000,329388000,60,7.08,7433000
12173,504807,BFI Finance,106600000,321749000,36,8.36,11178000
12174,504808,BFI Finance,614700000,1391736000,24,5.70,64599000
12175,504810,Maybank Finance,69800000,221020000,24,5.69,10257000
12176,504811,Maybank Finance,209600000,619237000,36,8.16,21411000
12177,504814,BCA Finance,98900000,379621000,12,3.52,32748000
12178,504815,Mandiri Tunas Finance,56900000,139681000,48,8.55,3905000
12179,504817,Mandiri Tunas Finance,79000000,202829000,12,5.89,17897000
12180,504818,BFI Finance,222300000,471783000,60,4.40,9592000
12181,504820,BFI Finance,89000000,222577000,12,8.30,20087000
12182,504822,Maybank Finance,98100000,323367000,12,5.57,28448000
12183,504823,Maybank Finance,43600000,142325000,60,6.59,3153000
12184,504824,Adira Finance,93000000,214470000,36,4.27,6720000
12185,504825,Astra Credit,199200000,535620000,48,7.87,14671000
12186,504826,BCA Finance,215700000,473721000,24,4.80,21633000
12187,504827,Mandiri Tunas Finance,401100000,1545285000,48,5.98,39894000
12188,504828,Adira Finance,142300000,372851000,48,4.36,9122000
12189,504829,BCA Finance,87200000,228817000,60,9.00,5529000
12190,504830,FIFGROUP,131700000,332058000,12,3.96,28767000
12191,504831,BFI Finance,57600000,153300000,12,8.58,13871000
12192,504832,Adira Finance,89400000,314862000,60,4.21,6352000
12193,504834,BFI Finance,420300000,1628649000,36,4.02,50696000
12194,504835,Mandiri Tunas Finance,86600000,167368000,24,6.99,7948000
12195,504838,Astra Credit,100500000,225507000,48,8.48,6291000
12196,504841,BCA Finance,167800000,668363000,24,7.16,31836000
12197,504843,Maybank Finance,88000000,319814000,12,8.91,29025000
12198,504844,Adira Finance,62700000,178836000,60,4.20,3606000
12199,504845,Mandiri Tunas Finance,130200000,300369000,24,5.42,13872000
12200,504846,Mandiri Tunas Finance,51500000,205798000,60,4.60,4218000
12201,504847,FIFGROUP,60500000,230542000,48,4.73,5711000
12202,504848,BFI Finance,69500000,218767000,12,6.13,19348000
12203,504852,Astra Credit,146100000,345186000,24,4.73,15743000
12204,504856,Mandiri Tunas Finance,87300000,332613000,36,4.70,10541000
12205,504858,Adira Finance,65900000,189955000,60,5.42,4023000
12206,504859,BFI Finance,178100000,510766000,12,7.33,45683000
12207,504862,Maybank Finance,70000000,237803000,24,6.92,11279000
12208,504865,FIFGROUP,206500000,476594000,24,4.54,21661000
12209,504866,FIFGROUP,118200000,292389000,24,8.55,14266000
12210,504867,Maybank Finance,40600000,148544000,60,8.19,3489000
12211,504869,Astra Credit,63000000,151674000,60,9.34,3708000
12212,504870,FIFGROUP,54500000,214231000,24,9.21,10570000
12213,504871,BFI Finance,71300000,269803000,48,7.80,7374000
12214,504873,Maybank Finance,193600000,511472000,12,6.88,45555000
12215,504874,Astra Credit,103000000,288053000,24,3.51,12844000
12216,504875,FIFGROUP,182600000,648457000,60,7.59,14909000
12217,504877,Mandiri Tunas Finance,63000000,156780000,12,5.73,13813000
12218,504878,BFI Finance,49500000,158070000,24,9.50,7837000
12219,504881,Astra Credit,226300000,613304000,24,8.83,30067000
12220,504883,BCA Finance,55900000,215051000,48,8.41,5987000
12221,504884,Adira Finance,56500000,222332000,60,4.86,4605000
12222,504885,Adira Finance,91400000,352822000,24,7.68,16958000
12223,504886,Maybank Finance,146500000,291395000,12,5.23,25552000
12224,504888,BCA Finance,139600000,280646000,24,6.89,13304000
12225,504890,Mandiri Tunas Finance,64000000,232037000,24,8.80,11369000
12226,504891,FIFGROUP,385600000,980810000,60,4.03,19640000
12227,504892,Adira Finance,448100000,929188000,12,9.20,84556000
12228,504895,FIFGROUP,55200000,213864000,24,7.18,10190000
12229,504896,Adira Finance,91800000,333663000,48,8.44,9298000
12230,504897,BFI Finance,160700000,485653000,48,5.06,12165000
12231,504898,Astra Credit,93600000,303669000,48,6.86,8062000
12232,504901,FIFGROUP,87600000,169143000,24,4.52,7684000
12233,504903,Maybank Finance,294700000,669446000,60,8.68,15999000
12234,504904,Maybank Finance,62500000,234092000,24,7.30,11177000
12235,504909,Maybank Finance,43000000,143369000,12,3.99,12424000
12236,504910,FIFGROUP,201900000,650358000,48,4.80,16150000
12237,504911,Astra Credit,284400000,540330000,12,7.15,48246000
12238,504912,Maybank Finance,64900000,187514000,36,6.38,6205000
12239,504914,Adira Finance,192500000,496366000,12,9.35,45231000
12240,504915,BFI Finance,207500000,404776000,48,4.48,9943000
12241,504916,BCA Finance,70300000,186332000,48,8.19,5153000
12242,504919,BCA Finance,77100000,180087000,36,6.80,6022000
12243,504920,FIFGROUP,90000000,216138000,60,6.11,4702000
12244,504922,Adira Finance,198900000,464658000,12,7.37,41575000
12245,504923,Adira Finance,68500000,128192000,60,4.80,2649000
12246,504928,BCA Finance,60000000,120708000,60,5.60,2575000
12247,504929,FIFGROUP,92800000,318566000,60,8.32,7518000
12248,504931,FIFGROUP,150700000,303623000,60,6.33,6661000
12249,504932,Mandiri Tunas Finance,73200000,193977000,48,6.17,5038000
12250,504933,BCA Finance,102900000,214893000,36,4.73,6816000
12251,504934,Astra Credit,220400000,585571000,48,8.13,16166000
12252,504936,Maybank Finance,68200000,215516000,36,3.73,6656000
12253,504937,Adira Finance,142000000,474272000,36,7.71,16221000
12254,504938,Astra Credit,37300000,139634000,60,9.38,3418000
12255,504940,Maybank Finance,140000000,327310000,36,4.89,10425000
12256,504942,Maybank Finance,135800000,273457000,36,5.62,8876000
12257,504943,BFI Finance,57100000,181883000,12,6.75,16180000
12258,504945,Maybank Finance,131800000,328850000,36,5.01,10507000
12259,504948,BCA Finance,89300000,199744000,60,7.41,4562000
12260,504950,FIFGROUP,98700000,201444000,36,5.38,6498000
12261,504952,Maybank Finance,65400000,149052000,36,5.49,4822000
12262,504953,Mandiri Tunas Finance,90900000,289941000,60,4.17,5839000
12263,504954,BFI Finance,192000000,624405000,48,5.57,15906000
12264,504956,Adira Finance,150400000,487961000,24,7.48,23373000
12265,504957,BCA Finance,225500000,567484000,36,8.42,19745000
12266,504958,Astra Credit,161400000,352641000,12,5.29,30941000
12267,504960,Maybank Finance,64300000,120959000,36,4.17,3780000
12268,504961,Mandiri Tunas Finance,489300000,1500708000,36,8.39,52178000
12269,504962,Mandiri Tunas Finance,84800000,191701000,12,5.28,16818000
12270,504963,Maybank Finance,657600000,1580493000,12,4.64,137818000
12271,504964,BFI Finance,55700000,187279000,48,5.06,4691000
12272,504965,Maybank Finance,88900000,178055000,36,8.41,6193000
12273,504969,Maybank Finance,95600000,181678000,48,5.52,4620000
12274,504971,Maybank Finance,50600000,127777000,48,8.36,3552000
12275,504972,BCA Finance,99900000,222666000,60,4.16,4483000
12276,504973,Mandiri Tunas Finance,174500000,652894000,60,8.26,15375000
12277,504975,BFI Finance,78600000,172482000,12,7.40,15437000
12278,504977,BCA Finance,140900000,335734000,48,4.48,8247000
12279,504978,Astra Credit,129200000,306142000,24,9.28,15123000
12280,504981,FIFGROUP,182500000,513914000,12,5.49,45177000
12281,504983,Maybank Finance,268000000,536528000,24,6.17,25113000
12282,504984,BCA Finance,226500000,462477000,12,7.57,41457000
12283,504985,Astra Credit,293000000,922783000,24,3.95,41486000
12284,504986,Mandiri Tunas Finance,64400000,119971000,36,5.66,3898000
12285,504987,FIFGROUP,164100000,623001000,12,6.87,55483000
12286,504988,Adira Finance,64200000,121170000,60,7.21,2747000
12287,504990,Mandiri Tunas Finance,137100000,266385000,48,5.23,6710000
12288,504996,Adira Finance,209100000,628173000,48,5.43,15929000
12289,504997,Astra Credit,73400000,245281000,36,5.42,7921000
12290,504998,Adira Finance,78900000,234342000,60,4.69,4821000
12291,504999,BCA Finance,103000000,343886000,36,4.21,10758000
12292,505002,Astra Credit,230800000,441971000,60,5.78,9495000
12293,505004,Maybank Finance,102500000,218623000,60,4.80,4518000
12294,505005,BFI Finance,87900000,238662000,36,9.42,8502000
12295,505006,BCA Finance,186700000,491399000,48,3.66,11736000
12296,505009,Adira Finance,96200000,333259000,36,3.98,10362000
12297,505010,Mandiri Tunas Finance,65800000,251438000,48,7.25,6757000
12298,505011,Astra Credit,43100000,135277000,24,7.17,6444000
12299,505012,BCA Finance,58200000,124395000,48,6.98,3315000
12300,505013,FIFGROUP,145800000,298644000,12,5.36,26220000
12301,505014,Astra Credit,92500000,222518000,48,6.67,5872000
12302,505015,FIFGROUP,243100000,553991000,60,6.35,12164000
12303,505016,BCA Finance,91100000,186178000,12,9.13,16931000
12304,505017,Maybank Finance,188400000,413997000,48,9.35,11850000
12305,505018,Adira Finance,101800000,314117000,60,4.12,6313000
12306,505020,Adira Finance,62800000,234125000,24,4.97,10724000
12307,505022,Mandiri Tunas Finance,70700000,157738000,24,7.08,7503000
12308,505023,BCA Finance,80500000,226748000,60,5.60,4837000
12309,505026,Astra Credit,98000000,235000000,24,9.33,11618000
12310,505028,FIFGROUP,59900000,169759000,12,5.74,14958000
12311,505029,Mandiri Tunas Finance,61000000,119930000,36,6.18,3949000
12312,505031,Adira Finance,140200000,334991000,48,8.58,9374000
12313,505032,BFI Finance,44100000,134943000,36,7.64,4607000
12314,505035,Mandiri Tunas Finance,78900000,235341000,60,6.30,5157000
12315,505037,Adira Finance,82800000,190149000,60,4.90,3945000
12316,505038,Maybank Finance,68300000,239614000,12,9.11,21786000
12317,505039,Astra Credit,234100000,582194000,24,5.63,26989000
12318,505041,Astra Credit,263300000,543448000,36,3.93,16875000
12319,505042,Mandiri Tunas Finance,107700000,361608000,48,6.25,9416000
12320,505043,BCA Finance,69000000,240801000,48,4.35,5889000
12321,505044,FIFGROUP,157500000,441234000,12,5.61,38832000
12322,505046,BCA Finance,155500000,335675000,12,8.26,30283000
12323,505047,BCA Finance,95700000,309117000,36,6.91,10366000
12324,505048,Adira Finance,48500000,175831000,48,4.75,4359000
12325,505049,BCA Finance,77900000,198157000,12,4.58,17269000
12326,505050,Maybank Finance,807600000,2728749000,48,8.88,77041000
12327,505051,BFI Finance,71500000,194123000,60,8.07,4540000
12328,505053,Astra Credit,48600000,123783000,12,3.69,10695000
12329,505055,FIFGROUP,51400000,141629000,48,4.03,3426000
12330,505056,Maybank Finance,150800000,302302000,48,4.14,7340000
12331,505057,Mandiri Tunas Finance,102000000,271293000,36,5.39,8754000
12332,505060,Mandiri Tunas Finance,83400000,241053000,24,9.48,11948000
12333,505061,Astra Credit,139700000,318508000,48,5.87,8193000
12334,505062,FIFGROUP,43300000,173261000,12,5.00,15160000
12335,505063,Mandiri Tunas Finance,55500000,135531000,48,4.37,3317000
12336,505068,Mandiri Tunas Finance,494000000,1344493000,48,7.16,36032000
12337,505072,Maybank Finance,88400000,276679000,48,4.58,6820000
12338,505073,FIFGROUP,79700000,232987000,24,9.05,11464000
12339,505074,FIFGROUP,84300000,246258000,60,8.21,5789000
12340,505078,Astra Credit,53200000,154259000,12,6.76,13723000
12341,505079,BFI Finance,592900000,1195532000,60,3.84,23751000
12342,505080,Mandiri Tunas Finance,161800000,403079000,24,3.90,18104000
12343,505084,BFI Finance,43000000,149474000,48,7.34,4028000
12344,505085,Astra Credit,91900000,219566000,24,5.11,10083000
12345,505087,BFI Finance,90400000,225617000,60,6.75,5029000
12346,505090,BFI Finance,91200000,212829000,12,4.70,18569000
12347,505091,Mandiri Tunas Finance,145000000,464834000,24,5.50,21498000
12348,505092,Astra Credit,192500000,617467000,36,8.63,21592000
12349,505093,BCA Finance,103000000,372191000,24,4.35,16857000
12350,505094,BCA Finance,119400000,331482000,24,8.65,16201000
12351,505095,Astra Credit,106800000,343527000,60,5.66,7345000
12352,505097,BCA Finance,171800000,620296000,12,7.76,55702000
12353,505101,Mandiri Tunas Finance,85400000,324634000,60,3.63,6392000
12354,505102,Mandiri Tunas Finance,75300000,178890000,60,9.43,4387000
12355,505106,Mandiri Tunas Finance,132000000,310002000,24,8.59,15135000
12356,505108,BFI Finance,79600000,228203000,24,3.80,10231000
12357,505109,Maybank Finance,176400000,440205000,48,8.43,12263000
12358,505110,BCA Finance,48600000,168738000,36,6.96,5665000
12359,505115,Maybank Finance,52300000,155936000,48,4.30,3807000
12360,505116,BFI Finance,138800000,319741000,60,6.72,7119000
12361,505117,FIFGROUP,236000000,921397000,24,6.36,43274000
12362,505118,Astra Credit,289900000,551924000,36,7.43,18748000
12363,505121,BCA Finance,75600000,162051000,24,6.28,7600000
12364,505122,Mandiri Tunas Finance,195700000,407807000,36,8.42,14189000
12365,505123,Mandiri Tunas Finance,101900000,195136000,24,3.64,8722000
12366,505124,Astra Credit,277300000,569741000,36,6.37,18850000
12367,505126,BFI Finance,264000000,502566000,36,6.49,16678000
12368,505128,Maybank Finance,97100000,309271000,48,9.32,8845000
12369,505130,BFI Finance,135700000,273335000,48,5.90,7038000
12370,505133,Maybank Finance,97500000,221070000,36,9.06,7809000
12371,505134,Mandiri Tunas Finance,122400000,334920000,36,5.27,10774000
12372,505135,Adira Finance,116700000,328743000,12,6.14,29077000
12373,505140,Adira Finance,117500000,362797000,60,4.75,7482000
12374,505141,Astra Credit,100900000,210233000,12,8.96,19089000
12375,505143,Astra Credit,119600000,339607000,60,7.82,7873000
12376,505144,BCA Finance,621100000,1871627000,48,6.38,48943000
12377,505148,BCA Finance,74400000,169023000,24,8.40,8225000
12378,505152,BFI Finance,136700000,314737000,12,6.00,27801000
12379,505153,Astra Credit,85200000,260565000,36,8.19,9016000
12380,505155,Mandiri Tunas Finance,101200000,370550000,60,7.67,8544000
12381,505156,Adira Finance,225600000,605457000,60,7.15,13698000
12382,505157,BCA Finance,63500000,118429000,48,9.25,3380000
12383,505158,Adira Finance,53600000,202255000,24,4.59,9200000
12384,505159,Mandiri Tunas Finance,110900000,315340000,48,7.46,8529000
12385,505161,Maybank Finance,63100000,238043000,36,3.75,7356000
12386,505162,BFI Finance,73100000,241030000,60,5.79,5180000
12387,505165,FIFGROUP,107500000,200636000,12,6.56,17816000
12388,505166,Adira Finance,204800000,652675000,60,5.00,13597000
12389,505167,Maybank Finance,258100000,543986000,24,3.89,24429000
12390,505169,Adira Finance,92300000,219055000,48,4.55,5394000
12391,505170,BCA Finance,78800000,203140000,48,6.51,5334000
12392,505172,Astra Credit,57900000,213495000,48,8.69,5993000
12393,505175,BFI Finance,210600000,607470000,36,9.36,21612000
12394,505176,Astra Credit,43200000,151272000,24,5.58,7006000
12395,505177,Maybank Finance,41300000,131416000,60,6.73,2927000
12396,505180,FIFGROUP,264900000,506772000,24,6.00,23649000
12397,505181,Adira Finance,67400000,265489000,60,4.31,5378000
12398,505182,BCA Finance,69700000,244097000,48,5.36,6175000
12399,505184,FIFGROUP,58600000,119666000,60,9.23,2914000
12400,505185,Mandiri Tunas Finance,184400000,505243000,60,5.55,10757000
12401,505186,BCA Finance,73800000,245658000,48,6.28,6403000
12402,505187,BFI Finance,446200000,1270526000,60,5.93,27453000
12403,505188,FIFGROUP,82900000,230009000,12,3.85,19905000
12404,505189,FIFGROUP,88100000,206605000,12,6.93,18410000
12405,505191,Astra Credit,88300000,178766000,24,5.89,8326000
12406,505193,Adira Finance,58200000,117402000,36,7.36,3981000
12407,505194,Adira Finance,96600000,338853000,60,5.06,7076000
12408,505195,Astra Credit,227400000,566472000,24,3.90,25444000
12409,505196,Mandiri Tunas Finance,71700000,250311000,60,8.69,5984000
12410,505197,Astra Credit,153500000,563560000,36,6.85,18871000
12411,505198,FIFGROUP,147800000,305746000,12,8.81,27723000
12412,505199,FIFGROUP,205200000,496098000,48,5.00,12402000
12413,505201,BCA Finance,100800000,232311000,12,6.14,20547000
12414,505202,Astra Credit,88500000,234510000,60,8.40,5550000
12415,505203,BFI Finance,246700000,537071000,60,8.77,12876000
12416,505204,Adira Finance,98400000,295095000,12,8.24,26617000
12417,505205,Astra Credit,121400000,290743000,12,8.09,26188000
12418,505206,Maybank Finance,166800000,631401000,60,3.51,12370000
12419,505207,FIFGROUP,247000000,493370000,60,6.34,10829000
12420,505208,Astra Credit,86100000,202056000,36,9.31,7180000
12421,505209,BCA Finance,77000000,231025000,24,3.88,10373000
12422,505211,BFI Finance,183800000,615733000,60,4.68,12663000
12423,505212,Adira Finance,109400000,297526000,12,4.46,25899000
12424,505216,Mandiri Tunas Finance,89500000,333410000,36,4.38,10478000
12425,505217,FIFGROUP,142700000,320503000,60,8.77,7684000
12426,505218,BCA Finance,69900000,199386000,24,6.60,9404000
12427,505219,Mandiri Tunas Finance,139800000,293544000,36,6.73,9800000
12428,505220,Maybank Finance,94700000,221428000,24,4.66,10086000
12429,505221,Mandiri Tunas Finance,46700000,126571000,48,4.83,3146000
12430,505222,Astra Credit,83000000,238678000,12,9.39,21757000
12431,505223,Adira Finance,64500000,193464000,36,4.22,6054000
12432,505225,BCA Finance,85600000,171365000,60,5.53,3645000
12433,505228,FIFGROUP,155100000,363603000,36,5.38,11730000
12434,505230,BFI Finance,67500000,229980000,24,9.24,11353000
12435,505231,BCA Finance,128000000,294244000,12,7.62,26388000
12436,505232,Adira Finance,170400000,669093000,12,6.01,59108000
12437,505233,FIFGROUP,62700000,241551000,48,7.73,6588000
12438,505235,Astra Credit,53800000,139784000,12,4.37,12157000
12439,505236,Astra Credit,64600000,188480000,24,4.25,8520000
12440,505237,Astra Credit,95800000,237977000,12,4.38,20700000
12441,505238,FIFGROUP,171000000,634083000,24,6.74,29981000
12442,505239,Mandiri Tunas Finance,90500000,340180000,60,6.27,7447000
12443,505244,BFI Finance,175300000,634223000,12,9.31,57772000
12444,505245,Adira Finance,55700000,124786000,12,5.15,10934000
12445,505247,Adira Finance,59300000,156151000,36,7.91,5366000
12446,505248,Mandiri Tunas Finance,88700000,189910000,36,5.06,6076000
12447,505252,Mandiri Tunas Finance,67100000,244144000,36,7.47,8301000
12448,505254,BCA Finance,105000000,228444000,24,4.52,10378000
12449,505258,Astra Credit,90700000,319556000,36,5.07,10226000
12450,505259,Adira Finance,145000000,275801000,60,9.03,6672000
12451,505260,BCA Finance,104300000,233362000,60,7.76,5398000
12452,505262,BFI Finance,70000000,241355000,12,8.24,21770000
12453,505263,Mandiri Tunas Finance,213600000,633663000,12,6.08,56015000
12454,505264,Maybank Finance,179800000,656585000,36,6.45,21767000
12455,505268,Astra Credit,68500000,242744000,60,8.57,5779000
12456,505269,BFI Finance,68800000,209921000,24,6.91,9955000
12457,505270,FIFGROUP,41900000,154570000,12,7.78,13882000
12458,505271,Adira Finance,79900000,223352000,24,8.93,10968000
12459,505272,FIFGROUP,483400000,1043627000,12,9.31,95065000
12460,505274,Mandiri Tunas Finance,71500000,257171000,36,8.32,8926000
12461,505275,FIFGROUP,38400000,138201000,24,8.83,6775000
12462,505277,Mandiri Tunas Finance,121600000,329282000,36,5.42,10633000
12463,505279,BFI Finance,62200000,201092000,36,6.91,6743000
12464,505280,BFI Finance,191400000,618456000,60,3.79,12260000
12465,505281,BFI Finance,88600000,339860000,36,6.80,11366000
12466,505283,BFI Finance,64900000,256001000,12,9.49,23357000
12467,505284,BCA Finance,39500000,154084000,36,5.19,4946000
12468,505285,Mandiri Tunas Finance,1030000000,3759650000,60,3.82,74629000
12469,505286,Adira Finance,99000000,346221000,60,3.76,6855000
12470,505287,Astra Credit,73700000,199804000,12,7.41,17884000
12471,505288,BFI Finance,282500000,879448000,60,8.01,20527000
12472,505289,Mandiri Tunas Finance,80400000,187443000,12,8.81,16996000
12473,505290,Maybank Finance,107900000,322558000,24,6.10,15079000
12474,505293,Adira Finance,80700000,200130000,48,5.71,5121000
12475,505294,Maybank Finance,132100000,341537000,48,4.12,8287000
12476,505296,Mandiri Tunas Finance,236900000,622462000,36,5.19,19982000
12477,505297,BFI Finance,109800000,277257000,36,4.43,8725000
12478,505298,BFI Finance,166600000,592085000,48,7.29,15932000
12479,505299,Astra Credit,63700000,173840000,60,4.45,3541000
12480,505300,Mandiri Tunas Finance,383100000,971988000,12,3.98,84222000
12481,505302,Astra Credit,243200000,572428000,60,5.22,12030000
12482,505303,BFI Finance,43000000,168899000,48,5.96,4357000
12483,505304,Maybank Finance,220600000,464714000,60,9.05,11249000
12484,505305,FIFGROUP,83900000,227011000,48,5.09,5692000
12485,505307,BFI Finance,138800000,314413000,36,6.88,10536000
12486,505309,BFI Finance,258000000,518334000,60,6.32,11368000
12487,505312,Maybank Finance,171800000,550699000,60,8.22,12950000
12488,505313,Maybank Finance,209700000,408570000,36,6.24,13473000
12489,505317,Astra Credit,160700000,354118000,60,4.81,7321000
12490,505318,Astra Credit,125200000,315914000,24,4.42,14326000
12491,505321,Maybank Finance,250900000,514556000,24,8.72,25178000
12492,505322,Adira Finance,101700000,233298000,12,6.20,20646000
12493,505323,Mandiri Tunas Finance,93300000,244251000,48,8.31,6780000
12494,505326,Maybank Finance,210300000,504762000,12,7.32,45142000
12495,505328,BFI Finance,233700000,540525000,12,4.55,47093000
12496,505329,Maybank Finance,228200000,483199000,24,6.99,22947000
12497,505330,Astra Credit,176100000,489456000,60,5.69,10478000
12498,505331,BFI Finance,171800000,522394000,48,6.49,13708000
12499,505333,BCA Finance,58200000,139158000,12,5.00,12176000
12500,505335,Maybank Finance,89900000,174280000,36,8.17,6027000
12501,505336,BFI Finance,89200000,174647000,60,6.58,3868000
12502,505338,Mandiri Tunas Finance,100200000,310500000,24,8.66,15178000
12503,505339,Adira Finance,127700000,438844000,24,6.57,20687000
12504,505340,BFI Finance,107100000,235668000,12,5.20,20660000
12505,505341,Mandiri Tunas Finance,629900000,2033989000,48,5.97,52493000
12506,505342,Maybank Finance,148900000,449390000,60,4.80,9287000
12507,505343,FIFGROUP,142900000,340727000,36,5.08,10907000
12508,505345,Mandiri Tunas Finance,97600000,199991000,60,5.53,4254000
12509,505346,BFI Finance,51200000,135169000,36,5.57,4382000
12510,505347,BFI Finance,182000000,449812000,24,4.22,20324000
12511,505349,Maybank Finance,158900000,351034000,36,5.03,11222000
12512,505351,Mandiri Tunas Finance,94900000,334004000,12,7.37,29885000
12513,505352,BCA Finance,81500000,174577000,24,6.74,8254000
12514,505353,Astra Credit,475800000,919359000,60,8.41,21765000
12515,505354,BCA Finance,228400000,478670000,48,6.02,12373000
12516,505355,BFI Finance,64000000,215942000,24,8.55,10536000
12517,505356,Mandiri Tunas Finance,75000000,146556000,60,3.68,2892000
12518,505358,BFI Finance,52900000,191300000,36,9.09,6762000
12519,505360,Astra Credit,156600000,345453000,60,5.64,7381000
12520,505361,FIFGROUP,34700000,133798000,36,6.53,4444000
12521,505363,Astra Credit,176600000,438562000,12,7.89,39430000
12522,505367,Mandiri Tunas Finance,62800000,127787000,24,6.21,5985000
12523,505368,Mandiri Tunas Finance,194600000,630574000,12,5.75,55569000
12524,505369,Mandiri Tunas Finance,64700000,243325000,60,3.93,4852000
12525,505370,BCA Finance,79600000,203228000,24,6.25,9526000
12526,505371,BFI Finance,119800000,292787000,24,7.94,14136000
12527,505372,Mandiri Tunas Finance,91800000,223329000,36,5.62,7249000
12528,505375,BCA Finance,460500000,1159212000,36,8.44,40353000
12529,505376,FIFGROUP,71000000,251566000,48,4.09,6098000
12530,505379,Astra Credit,124500000,480561000,12,4.68,41920000
12531,505380,Astra Credit,176600000,617716000,12,8.59,55898000
12532,505381,Mandiri Tunas Finance,51600000,137877000,60,4.78,2847000
12533,505382,Maybank Finance,229100000,450997000,60,8.82,10831000
12534,505383,Astra Credit,62100000,136368000,12,3.59,11771000
12535,505384,BCA Finance,56300000,207769000,60,8.01,4849000
12536,505386,Mandiri Tunas Finance,71800000,204146000,12,8.53,18463000
12537,505387,FIFGROUP,238300000,617066000,36,4.78,19598000
12538,505388,Adira Finance,220400000,616873000,12,6.50,54747000
12539,505389,Astra Credit,287100000,572040000,24,3.66,25579000
12540,505391,Adira Finance,81900000,194823000,60,3.91,3881000
12541,505393,Mandiri Tunas Finance,102100000,288953000,48,7.56,7840000
12542,505394,BCA Finance,57100000,218846000,12,5.43,19227000
12543,505395,Astra Credit,149100000,528111000,24,4.23,23866000
12544,505396,FIFGROUP,150400000,333338000,24,5.34,15372000
12545,505397,Maybank Finance,90300000,223386000,36,4.71,7081000
12546,505398,FIFGROUP,187200000,665391000,60,4.00,13307000
12547,505399,BFI Finance,99000000,333345000,12,6.06,29462000
